Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Flachau (AT);La Clusaz (FR);Zillertal (AT);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2021-05-09;15,00;0,00;0,00;0,00;6,92;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;7,00
2021-05-16;20,00;5,88;2,35;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;7,00;5,00;6,00;0,00;8,00;0,00;3,00;0,00;3,00;6,00;0,00;0,00;6,00;0,00;7,00;0,00;0,00;13,00;0,00;0,00;6,00;4,00;0,00;0,00;0,00;0,00;6,00;3,00;6,00
2021-05-23;21,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;5,00;5,00;5,00;0,00;3,00;5,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;12,00;0,00;0,00;4,00;0,00;0,00
2021-05-30;9,00;0,00;0,00;0,00;4,50;5,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;7,00;0,00;0,00;10,00;0,00;0,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;20,00;0,00;7,06;0,00;4,71;0,00;0,00;12,00;3,00;0,00;0,00;0,00;0,00;0,00;4,00;6,00;3,00;0,00;0,00;0,00;0,00;8,00;0,00;11,00;0,00;0,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;18,00;0,00;0,00;0,00;9,60;7,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;4,00;0,00;6,00;0,00;5,00;0,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00
2021-06-20;27,00;0,00;0,00;0,00;9,39;5,00;4,00;0,00;0,00;3,00;4,00;7,00;0,00;0,00;8,00;9,00;0,00;3,00;3,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;28,00;7,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;7,00;3,00;0,00;0,00;3,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00
2021-07-04;24,00;0,00;0,00;6,86;5,71;11,00;6,00;3,00;7,00;0,00;0,00;0,00;0,00;16,00;6,00;5,00;6,00;26,00;0,00;0,00;0,00;9,00;0,00;6,00;0,00;4,00;0,00;11,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;38,00;0,00;0,00;0,00;8,06;0,00;0,00;5,00;0,00;0,00;0,00;8,00;0,00;11,00;11,00;0,00;7,00;0,00;8,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;40,00;0,00;7,06;0,00;8,24;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;8,00;0,00;0,00;6,00;6,00;0,00;6,00;4,00;0,00;6,00;5,00;0,00;4,00;0,00;0,00;6,00;0,00;4,00;10,00;0,00;0,00;4,00;0,00;5,00;0,00;0,00;0,00
2021-07-25;44,00;0,00;0,00;0,00;13,08;0,00;0,00;0,00;0,00;7,00;0,00;7,00;0,00;0,00;10,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;5,00;3,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;5,00;0,00;0,00
2021-08-01;38,00;0,00;0,00;0,00;13,06;9,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;39,00;0,00;4,59;0,00;13,76;0,00;0,00;7,00;0,00;4,00;0,00;11,00;0,00;0,00;8,00;7,00;0,00;14,00;5,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;3,00;4,00;0,00;5,00;0,00;0,00;0,00;8,00;0,00;0,00;3,00;0,00;0,00
2021-08-15;40,00;0,00;3,53;0,00;3,53;0,00;0,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;6,00;24,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;65,00;0,00;0,00;0,00;8,13;0,00;0,00;0,00;0,00;6,00;0,00;11,00;0,00;5,00;8,00;6,00;5,00;6,00;0,00;0,00;0,00;11,00;0,00;5,00;5,00;0,00;0,00;0,00;4,00;13,00;10,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;4,00;8,00
2021-08-29;44,00;4,63;0,00;0,00;4,63;0,00;3,00;0,00;3,00;0,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;4,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;25,00;0,00;0,00;0,00;12,50;8,00;0,00;0,00;0,00;0,00;0,00;10,00;11,00;0,00;6,00;4,00;4,00;4,00;0,00;0,00;8,00;4,00;0,00;0,00;9,00;0,00;0,00;8,00;9,00;0,00;5,00;11,00;5,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;30,00;0,00;0,00;5,77;10,38;0,00;0,00;12,00;0,00;0,00;0,00;10,00;0,00;0,00;6,00;5,00;0,00;0,00;0,00;3,00;7,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;20,00;0,00;5,88;0,00;2,35;0,00;0,00;7,00;5,00;0,00;0,00;10,00;3,00;0,00;4,00;5,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;6,00;0,00;0,00
2021-09-26;30,00;0,00;8,08;0,00;5,77;0,00;0,00;3,00;4,00;0,00;0,00;13,00;4,00;0,00;0,00;4,00;5,00;0,00;8,00;0,00;0,00;0,00;6,00;10,00;0,00;0,00;0,00;12,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;31,00;3,44;0,00;3,44;4,59;0,00;8,00;0,00;4,00;5,00;7,00;12,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;9,00;0,00;5,00;13,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00
2021-10-10;32,00;0,00;0,00;0,00;9,48;4,00;0,00;0,00;0,00;0,00;0,00;9,00;4,00;7,00;7,00;14,00;0,00;5,00;0,00;4,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;5,00;4,00;0,00;7,00
2021-10-17;42,00;0,00;0,00;0,00;11,67;0,00;0,00;8,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00
2021-10-24;36,00;0,00;0,00;8,13;5,81;0,00;4,00;0,00;0,00;0,00;0,00;7,00;19,00;0,00;0,00;5,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;3,00;0,00;4,00;7,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;6,00;0,00;3,00;3,00;0,00
2021-10-31;31,00;12,63;0,00;0,00;6,89;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;3,00;0,00;7,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;4,00;0,00;4,00;3,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00
2021-11-07;34,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;5,00;7,00;6,00;6,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00
2021-11-14;28,00;5,83;4,67;4,67;10,50;0,00;0,00;0,00;0,00;6,00;0,00;10,00;0,00;3,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;3,00;0,00;0,00
2021-11-21;24,00;10,29;0,00;4,57;5,71;0,00;3,00;0,00;8,00;0,00;0,00;5,00;0,00;0,00;0,00;3,00;7,00;4,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;4,00;5,00;6,00;7,00;0,00;5,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00
2021-11-28;25,00;0,00;0,00;0,00;4,76;9,00;0,00;0,00;4,00;5,00;0,00;0,00;0,00;0,00;0,00;4,00;6,00;4,00;0,00;4,00;0,00;0,00;0,00;3,00;0,00;9,00;0,00;16,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00
2021-12-05;36,00;9,29;6,97;0,00;9,29;11,00;4,00;0,00;0,00;12,00;0,00;16,00;0,00;6,00;0,00;4,00;0,00;9,00;0,00;3,00;0,00;5,00;0,00;6,00;0,00;0,00;6,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;26,00;9,45;5,91;0,00;13,00;4,00;0,00;0,00;0,00;7,00;0,00;14,00;0,00;8,00;10,00;10,00;9,00;3,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;9,00;3,00;22,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;34,00;3,52;0,00;0,00;15,24;0,00;0,00;0,00;0,00;5,00;0,00;9,00;0,00;0,00;0,00;5,00;7,00;4,00;0,00;20,00;0,00;0,00;5,00;0,00;0,00;8,00;8,00;19,00;0,00;12,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;5,00;4,00;0,00
2021-12-26;67,00;19,98;3,53;0,00;19,98;10,00;6,00;9,00;0,00;10,00;0,00;20,00;0,00;8,00;6,00;11,00;0,00;24,00;8,00;12,00;0,00;19,00;0,00;9,00;0,00;0,00;0,00;15,00;11,00;0,00;13,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-01-02;52,00;0,00;0,00;10,40;20,80;10,00;0,00;4,00;5,00;12,00;0,00;14,00;5,00;18,00;0,00;8,00;5,00;8,00;0,00;5,00;0,00;0,00;4,00;10,00;0,00;0,00;7,00;15,00;4,00;0,00;4,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2022-01-09;55,00;0,00;0,00;0,00;16,38;3,00;0,00;0,00;0,00;11,00;0,00;8,00;0,00;17,00;0,00;8,00;0,00;23,00;0,00;4,00;0,00;0,00;0,00;4,00;6,00;3,00;0,00;11,00;13,00;0,00;0,00;0,00;5,00;4,00;0,00;0,00;6,00;0,00;0,00;0,00
2022-01-16;49,00;3,50;7,00;0,00;12,83;0,00;0,00;0,00;0,00;7,00;0,00;16,00;0,00;12,00;0,00;0,00;7,00;14,00;0,00;12,00;0,00;0,00;0,00;7,00;6,00;15,00;0,00;16,00;15,00;4,00;3,00;0,00;4,00;3,00;0,00;7,00;0,00;0,00;0,00;0,00
2022-01-23;46,00;5,75;0,00;0,00;10,35;0,00;0,00;0,00;6,00;7,00;4,00;17,00;0,00;17,00;0,00;18,00;13,00;10,00;0,00;7,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;15,00;9,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2022-01-30;49,00;3,50;8,17;4,67;16,33;11,00;0,00;0,00;0,00;8,00;0,00;17,00;5,00;9,00;6,00;14,00;15,00;11,00;0,00;6,00;0,00;4,00;0,00;6,00;0,00;4,00;0,00;15,00;6,00;0,00;5,00;0,00;7,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-06;49,00;10,50;4,67;3,50;11,67;8,00;4,00;9,00;3,00;11,00;0,00;9,00;5,00;6,00;5,00;10,00;17,00;12,00;4,00;15,00;0,00;0,00;0,00;6,00;0,00;4,00;6,00;23,00;0,00;0,00;0,00;3,00;9,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00
2022-02-13;50,00;4,65;13,95;2,33;15,12;12,00;4,00;6,00;4,00;9,00;3,00;16,00;0,00;9,00;0,00;12,00;22,00;10,00;0,00;9,00;0,00;0,00;0,00;12,00;0,00;6,00;4,00;7,00;0,00;0,00;0,00;6,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2022-02-20;47,00;3,53;4,70;2,35;9,40;4,00;0,00;0,00;6,00;14,00;0,00;18,00;0,00;11,00;9,00;9,00;13,00;12,00;0,00;11,00;0,00;0,00;0,00;5,00;8,00;9,00;4,00;6,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;10,00
2022-02-27;40,00;4,71;0,00;5,88;14,12;4,00;0,00;0,00;3,00;12,00;0,00;12,00;5,00;9,00;0,00;0,00;7,00;10,00;4,00;0,00;0,00;0,00;5,00;3,00;0,00;6,00;7,00;0,00;9,00;0,00;0,00;5,00;7,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-06;42,00;4,67;5,83;5,83;19,83;5,00;0,00;0,00;0,00;0,00;5,00;22,00;23,00;21,00;4,00;0,00;0,00;3,00;0,00;10,00;0,00;0,00;0,00;3,00;4,00;6,00;3,00;9,00;0,00;0,00;4,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2022-03-13;42,00;0,00;0,00;7,00;16,33;5,00;0,00;0,00;0,00;13,00;0,00;14,00;8,00;3,00;0,00;5,00;6,00;10,00;0,00;31,00;0,00;0,00;0,00;5,00;0,00;34,00;0,00;10,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;4,00;0,00
2022-03-20;49,00;4,67;11,67;3,50;18,67;4,00;0,00;0,00;0,00;9,00;0,00;8,00;0,00;0,00;0,00;3,00;3,00;7,00;0,00;0,00;0,00;3,00;6,00;6,00;0,00;11,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-27;32,00;3,43;0,00;2,29;5,71;0,00;0,00;5,00;0,00;4,00;0,00;3,00;0,00;8,00;0,00;4,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;3,00;7,00;4,00;3,00;6,00;0,00;3,00;4,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00
2022-04-03;39,00;4,59;0,00;0,00;11,47;3,00;0,00;0,00;3,00;14,00;0,00;6,00;0,00;7,00;0,00;7,00;0,00;2,00;4,00;6,00;0,00;4,00;2,00;4,00;0,00;3,00;0,00;0,00;0,00;3,00;2,00;0,00;0,00;3,00;4,00;0,00;0,00;4,00;6,00;0,00
2022-04-10;35,00;0,00;0,00;3,50;9,33;0,00;0,00;3,00;0,00;0,00;0,00;9,00;0,00;5,00;12,00;4,00;10,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-17;33,00;3,54;0,00;3,54;9,43;8,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;4,00;8,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00
2022-04-24;25,00;4,55;0,00;4,55;7,95;0,00;0,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-01;38,00;0,00;0,00;0,00;6,91;5,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;4,00;5,00;0,00;3,00;4,00;0,00;0,00;0,00;3,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-08;19,00;0,00;3,56;0,00;5,94;7,00;0,00;2,00;0,00;0,00;3,00;4,00;0,00;0,00;4,00;0,00;11,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;3,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;3,00
2022-05-15;23,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;5,00;3,00;0,00;0,00;0,00;9,00;0,00;10,00;0,00;5,00;0,00;8,00;0,00;0,00;6,00;0,00;0,00;0,00;5,00;4,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00
2022-05-22;52,00;3,55;4,73;3,55;2,36;0,00;0,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;10,00;0,00;5,00;4,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-29;35,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;0,00;3,00;5,00;0,00;11,00;5,00;4,00;4,00;8,00;0,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00;13,00;0,00;0,00;0,00
2022-06-05;34,00;0,00;0,00;0,00;7,93;0,00;7,00;0,00;0,00;0,00;6,00;11,00;0,00;0,00;9,00;0,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;6,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-12;44,00;4,63;0,00;0,00;11,58;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;6,00;0,00;3,00;3,00;4,00;17,00;0,00;0,00;13,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;4,00;0,00
2022-06-19;49,00;0,00;4,67;0,00;3,50;0,00;0,00;16,00;0,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;3,00;5,00;0,00;4,00;4,00;0,00;11,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2022-06-26;44,00;0,00;9,26;3,47;3,47;6,00;3,00;3,00;0,00;6,00;0,00;0,00;0,00;0,00;10,00;7,00;4,00;0,00;6,00;3,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;5,00;11,00;10,00
2022-07-03;56,00;0,00;4,67;4,67;9,33;8,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;10,00;16,00;4,00;8,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00
2022-07-10;57,00;0,00;59,33;0,00;9,31;0,00;8,00;4,00;0,00;9,00;0,00;12,00;0,00;0,00;4,00;19,00;10,00;6,00;0,00;7,00;9,00;0,00;0,00;0,00;0,00;3,00;11,00;10,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-07-17;51,00;0,00;0,00;0,00;8,11;0,00;5,00;4,00;8,00;7,00;0,00;14,00;0,00;3,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;3,00;5,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;4,00
2022-07-24;67,00;0,00;3,47;0,00;17,33;0,00;0,00;0,00;0,00;5,00;0,00;18,00;5,00;7,00;13,00;8,00;6,00;13,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;10,00;6,00;6,00;13,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;5,00;5,00;0,00;6,00
2022-07-31;64,00;0,00;0,00;0,00;22,11;4,00;0,00;0,00;0,00;0,00;6,00;9,00;5,00;0,00;0,00;11,00;12,00;6,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;9,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-08-07;63,00;0,00;11,67;4,67;18,67;0,00;3,00;0,00;0,00;0,00;0,00;17,00;6,00;3,00;10,00;9,00;0,00;6,00;0,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;3,00;11,00;0,00;7,00;4,00;0,00;0,00;4,00
2022-08-14;39,00;0,00;4,73;0,00;5,91;8,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;5,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-08-21;44,00;0,00;0,00;4,63;5,79;4,00;0,00;0,00;12,00;0,00;0,00;7,00;9,00;4,00;7,00;3,00;7,00;30,00;9,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-08-28;61,00;0,00;0,00;0,00;7,04;0,00;0,00;0,00;0,00;0,00;4,00;11,00;0,00;8,00;11,00;9,00;6,00;19,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;5,00;6,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2022-09-04;47,00;9,40;0,00;0,00;8,23;0,00;0,00;9,00;0,00;0,00;3,00;0,00;3,00;0,00;13,00;5,00;3,00;8,00;0,00;0,00;0,00;0,00;7,00;4,00;0,00;0,00;0,00;6,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-09-11;49,00;3,50;0,00;3,50;14,00;0,00;0,00;6,00;0,00;0,00;4,00;4,00;0,00;5,00;3,00;4,00;0,00;6,00;0,00;6,00;0,00;3,00;0,00;0,00;0,00;9,00;0,00;12,00;21,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;4,00;3,00;4,00
2022-09-18;47,00;0,00;0,00;3,44;9,17;0,00;0,00;6,00;0,00;0,00;0,00;13,00;5,00;10,00;6,00;0,00;6,00;10,00;0,00;10,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;8,00;0,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00
2022-09-25;45,00;12,69;0,00;3,46;9,23;0,00;0,00;6,00;5,00;5,00;0,00;14,00;4,00;0,00;5,00;0,00;0,00;8,00;13,00;6,00;0,00;5,00;0,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2022-10-02;43,00;0,00;0,00;0,00;4,65;4,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;3,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;4,00;0,00;8,00;6,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-10-09;29,00;3,48;15,08;0,00;0,00;7,00;10,00;3,00;0,00;3,00;0,00;6,00;0,00;5,00;4,00;0,00;6,00;0,00;0,00;3,00;7,00;5,00;3,00;6,00;0,00;4,00;0,00;4,00;5,00;10,00;0,00;0,00;0,00;8,00;6,00;0,00;0,00;0,00;0,00;0,00
2022-10-16;43,00;0,00;0,00;8,14;5,81;3,00;0,00;0,00;0,00;4,00;8,00;6,00;0,00;5,00;0,00;6,00;0,00;4,00;0,00;0,00;0,00;0,00;6,00;3,00;0,00;0,00;4,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-10-23;45,00;0,00;0,00;0,00;15,39;0,00;0,00;0,00;0,00;0,00;6,00;12,00;0,00;5,00;4,00;0,00;5,00;6,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;5,00;0,00;12,00;10,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2022-10-30;36,00;0,00;15,10;4,65;19,74;6,00;0,00;0,00;12,00;6,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;3,00;3,00;4,00;13,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;11,00;4,00;0,00;0,00
2022-11-06;24,00;0,00;0,00;0,00;14,40;0,00;0,00;4,00;0,00;0,00;7,00;11,00;0,00;0,00;8,00;7,00;0,00;5,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-11-13;35,00;17,50;0,00;0,00;15,17;5,00;0,00;0,00;0,00;0,00;3,00;9,00;0,00;0,00;0,00;11,00;5,00;0,00;6,00;3,00;5,00;0,00;4,00;0,00;0,00;0,00;4,00;9,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-11-20;42,00;3,50;2,33;4,67;15,17;0,00;4,00;0,00;3,00;5,00;0,00;8,00;0,00;5,00;3,00;0,00;5,00;3,00;0,00;3,00;0,00;4,00;0,00;0,00;3,00;16,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;6,00;0,00;0,00;0,00;0,00
