Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2022-06-05;48,00;128,00;16,00;3,56;5,33;65,00;26,00;10,00;44,00;46,00;14,00;21,00;3,00;20,13;74,32;12,39;4,65;5,00;12,00;7,00;6,00;18,00;11,00;9,00;7,00;0,00;0,00;0,00;0,00;11,00;9,00;4,00;5,00;4,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2022-06-12;56,00;148,13;12,65;0,00;7,23;55,00;22,00;22,00;48,00;52,00;5,00;22,00;0,00;28,00;63,78;23,33;10,89;4,00;16,00;8,00;6,00;21,00;7,00;5,00;14,00;0,00;0,00;0,00;0,00;6,00;4,00;6,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-19;45,00;147,60;14,40;1,80;10,80;52,00;16,00;21,00;33,00;48,00;22,00;16,00;0,00;23,28;74,48;21,72;9,31;4,00;9,00;10,00;5,00;13,00;10,00;9,00;12,00;0,00;3,00;0,00;0,00;6,00;8,00;6,00;2,00;2,00;2,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-26;48,00;138,67;16,00;0,00;8,89;50,00;15,00;28,00;39,00;40,00;20,00;18,00;0,00;30,97;83,61;20,13;9,29;4,00;9,00;13,00;7,00;11,00;7,00;12,00;11,00;3,00;2,00;7,00;0,00;11,00;9,00;4,00;3,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-07-03;41,00;133,70;14,26;3,57;8,91;58,00;18,00;14,00;38,00;68,00;12,00;19,00;0,00;22,08;52,04;23,65;14,19;11,00;14,00;8,00;7,00;10,00;10,00;13,00;6,00;0,00;5,00;5,00;0,00;6,00;10,00;6,00;3,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;6,00;0,00
2022-07-10;63,00;171,00;21,60;0,00;5,40;49,00;17,00;28,00;55,00;32,00;9,00;17,00;0,00;23,05;73,76;35,34;12,29;12,00;20,00;10,00;8,00;21,00;18,00;19,00;20,00;6,00;4,00;3,00;0,00;6,00;11,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2022-07-17;69,00;154,34;18,16;0,00;9,08;52,00;12,00;30,00;41,00;64,00;13,00;19,00;3,00;32,93;75,27;25,09;10,98;4,00;23,00;9,00;10,00;20,00;5,00;13,00;21,00;0,00;0,00;0,00;0,00;11,00;9,00;10,00;16,00;0,00;0,00;0,00;9,00;5,00;6,00;3,00;5,00;0,00;0,00
2022-07-24;53,00;176,67;21,20;3,53;14,13;65,00;14,00;25,00;47,00;49,00;12,00;16,00;0,00;31,18;76,38;24,94;6,24;19,00;21,00;18,00;11,00;21,00;11,00;11,00;19,00;0,00;0,00;4,00;2,00;7,00;13,00;3,00;3,00;3,00;0,00;0,00;0,00;6,00;0,00;2,00;0,00;7,00;0,00
2022-07-31;61,00;145,32;19,74;0,00;7,18;59,00;21,00;21,00;28,00;54,00;7,00;15,00;0,00;23,46;76,64;25,03;6,26;10,00;18,00;0,00;0,00;13,00;13,00;14,00;11,00;0,00;0,00;7,00;8,00;19,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-08-07;37,00;155,40;14,80;3,70;7,40;47,00;21,00;10,00;35,00;35,00;10,00;20,00;2,00;30,83;47,79;18,50;6,17;15,00;10,00;12,00;0,00;16,00;13,00;15,00;10,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;3,00
2022-08-14;38,00;115,81;3,62;0,00;9,05;47,00;19,00;10,00;29,00;41,00;8,00;13,00;0,00;19,00;47,50;17,42;7,92;6,00;16,00;7,00;8,00;10,00;9,00;4,00;0,00;0,00;5,00;0,00;12,00;7,00;3,00;5,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-08-21;38,00;106,76;3,62;3,62;5,43;41,00;17,00;14,00;35,00;44,00;4,00;17,00;0,00;15,83;53,83;11,08;3,17;2,00;12,00;7,00;0,00;14,00;9,00;7,00;6,00;0,00;4,00;0,00;0,00;3,00;6,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-08-28;30,00;128,82;8,82;3,53;8,82;33,00;24,00;16,00;27,00;33,00;10,00;14,00;0,00;17,37;52,11;11,05;0,00;0,00;4,00;5,00;7,00;8,00;6,00;11,00;6,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;12,00;0,00;5,00;0,00
2022-09-04;49,00;112,52;9,07;0,00;1,81;40,00;13,00;8,00;19,00;36,00;8,00;14,00;4,00;14,23;44,26;14,23;3,16;9,00;8,00;11,00;4,00;2,00;6,00;3,00;0,00;0,00;0,00;3,00;3,00;9,00;0,00;5,00;3,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;3,00;0,00;0,00
2022-09-11;48,00;113,78;19,56;0,00;8,89;35,00;15,00;9,00;20,00;33,00;6,00;12,00;0,00;24,77;34,06;4,65;4,65;7,00;0,00;8,00;0,00;13,00;10,00;5,00;5,00;0,00;2,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2022-09-18;21,00;103,25;3,50;0,00;8,75;32,00;13,00;2,00;26,00;38,00;12,00;18,00;0,00;14,54;37,15;19,38;0,00;4,00;10,00;0,00;3,00;10,00;6,00;0,00;4,00;0,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;3,00;3,00;0,00;4,00;0,00;0,00
2022-09-25;33,00;106,33;3,67;0,00;12,83;29,00;13,00;4,00;21,00;31,00;10,00;16,00;3,00;12,57;31,43;9,43;0,00;3,00;5,00;8,00;7,00;4,00;4,00;3,00;5,00;0,00;0,00;0,00;0,00;7,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-10-02;40,00;107,27;9,09;0,00;12,73;24,00;12,00;2,00;15,00;33,00;10,00;12,00;5,00;15,38;30,77;7,69;0,00;5,00;3,00;6,00;6,00;10,00;9,00;5,00;6,00;2,00;0,00;3,00;0,00;12,00;0,00;0,00;0,00;4,00;0,00;4,00;3,00;4,00;0,00;0,00;0,00;0,00;3,00
2022-10-09;28,00;84,00;0,00;3,50;5,25;30,00;9,00;8,00;15,00;28,00;11,00;10,00;2,00;15,56;23,33;4,67;3,11;0,00;4,00;6,00;5,00;7,00;3,00;3,00;4,00;0,00;6,00;0,00;0,00;2,00;5,00;0,00;5,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-10-16;25,00;82,14;10,71;7,14;14,29;27,00;11,00;6,00;15,00;24,00;8,00;9,00;3,00;9,38;12,50;10,94;0,00;16,00;5,00;6,00;6,00;8,00;4,00;0,00;7,00;0,00;0,00;3,00;0,00;11,00;5,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2022-10-23;20,00;63,64;5,45;5,45;9,09;12,00;8,00;5,00;5,00;19,00;5,00;2,00;3,00;4,62;15,38;12,31;0,00;2,00;5,00;7,00;3,00;7,00;0,00;0,00;3,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;10,00;0,00;0,00;5,00;6,00;0,00;0,00;0,00;0,00;0,00;3,00
2022-10-30;25,00;35,71;5,36;0,00;10,71;12,00;3,00;3,00;6,00;11,00;0,00;6,00;0,00;4,69;0,00;7,81;0,00;5,00;0,00;5,00;0,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;6,00;0,00;0,00;0,00
2022-11-06;24,00;42,46;7,38;0,00;12,92;8,00;7,00;3,00;8,00;9,00;11,00;4,00;3,00;0,00;6,40;6,40;0,00;8,00;0,00;4,00;0,00;0,00;3,00;0,00;12,00;0,00;0,00;0,00;8,00;0,00;0,00;2,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-11-13;9,00;32,40;0,00;0,00;7,20;15,00;17,00;5,00;3,00;6,00;0,00;0,00;0,00;0,00;7,50;0,00;0,00;15,00;3,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;6,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;3,00
2022-11-20;11,00;31,17;5,50;0,00;5,50;4,00;4,00;14,00;6,00;11,00;0,00;5,00;0,00;0,00;7,86;0,00;0,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;2,00;0,00;9,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-11-27;10,00;33,33;0,00;1,67;10,00;10,00;8,00;0,00;4,00;0,00;6,00;8,00;2,00;0,00;5,71;4,29;5,71;3,00;2,00;8,00;0,00;0,00;0,00;0,00;5,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00
2022-12-04;10,00;45,00;5,00;0,00;10,00;5,00;7,00;0,00;13,00;6,00;3,00;4,00;0,00;7,14;5,71;2,86;0,00;0,00;2,00;0,00;0,00;7,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-12-11;5,00;33,33;10,00;0,00;11,67;6,00;12,00;7,00;5,00;9,00;0,00;5,00;0,00;5,00;10,00;10,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-12-18;6,00;42,00;6,00;0,00;4,00;8,00;3,00;2,00;5,00;8,00;6,00;0,00;3,00;0,00;7,50;13,50;3,00;2,00;3,00;4,00;0,00;4,00;6,00;8,00;6,00;0,00;0,00;3,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-12-25;34,00;68,00;10,74;0,00;12,53;18,00;8,00;3,00;10,00;12,00;11,00;17,00;6,00;4,64;9,27;10,82;0,00;5,00;3,00;8,00;0,00;12,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-01-01;23,00;81,38;8,85;0,00;14,15;16,00;10,00;9,00;20,00;19,00;12,00;7,00;6,00;9,20;9,20;18,40;0,00;0,00;0,00;5,00;0,00;13,00;2,00;5,00;0,00;4,00;0,00;0,00;0,00;3,00;2,00;0,00;3,00;2,00;0,00;0,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00
2023-01-08;14,00;78,75;3,50;0,00;17,50;26,00;8,00;3,00;14,00;25,00;12,00;14,00;3,00;7,78;14,00;14,00;0,00;4,00;3,00;5,00;2,00;7,00;0,00;0,00;5,00;9,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2023-01-15;14,00;85,75;3,50;0,00;12,25;27,00;14,00;6,00;18,00;35,00;8,00;9,00;0,00;6,22;26,44;10,89;0,00;0,00;0,00;2,00;0,00;10,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;3,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;4,00;5,00;5,00
2023-01-22;20,00;92,73;7,27;0,00;10,91;20,00;9,00;11,00;19,00;24,00;12,00;14,00;8,00;6,15;13,85;4,62;0,00;7,00;0,00;8,00;3,00;3,00;5,00;5,00;6,00;0,00;0,00;7,00;0,00;3,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2023-01-29;25,00;98,21;7,14;0,00;8,93;23,00;21,00;17,00;18,00;25,00;8,00;11,00;11,00;7,81;14,06;0,00;10,94;0,00;3,00;3,00;4,00;9,00;0,00;4,00;3,00;0,00;0,00;0,00;3,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2023-02-05;29,00;90,63;7,25;0,00;12,69;15,00;12,00;7,00;18,00;18,00;15,00;9,00;5,00;0,00;29,00;6,11;3,05;8,00;8,00;5,00;0,00;4,00;3,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;0,00;2,00;0,00;3,00;0,00;0,00;2,00;8,00;0,00
2023-02-12;28,00;82,25;5,25;0,00;15,75;16,00;11,00;5,00;18,00;21,00;16,00;13,00;0,00;3,11;20,22;14,00;3,11;6,00;0,00;7,00;0,00;7,00;3,00;7,00;0,00;2,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;11,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-02-19;32,00;96,00;0,00;0,00;8,89;31,00;11,00;19,00;25,00;28,00;5,00;12,00;2,00;0,00;24,00;11,20;4,80;0,00;0,00;0,00;3,00;10,00;9,00;4,00;2,00;0,00;5,00;0,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-02-26;23,00;118,54;8,85;0,00;14,15;24,00;11,00;11,00;25,00;20,00;9,00;18,00;0,00;9,20;18,40;6,13;3,07;3,00;7,00;7,00;0,00;7,00;2,00;10,00;3,00;0,00;0,00;3,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-03-05;28,00;98,00;3,50;0,00;14,00;28,00;12,00;11,00;24,00;25,00;8,00;12,00;0,00;9,33;20,22;9,33;7,78;7,00;6,00;7,00;0,00;14,00;9,00;2,00;4,00;0,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00
2023-03-12;30,00;136,88;9,38;0,00;7,50;23,00;14,00;8,00;18,00;32,00;17,00;15,00;3,00;6,32;22,11;7,89;1,58;3,00;0,00;10,00;2,00;11,00;4,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2023-03-19;37,00;100,43;0,00;0,00;8,81;34,00;12,00;17,00;20,00;27,00;8,00;15,00;0,00;6,17;26,21;9,25;1,54;10,00;5,00;6,00;3,00;6,00;4,00;0,00;5,00;0,00;0,00;0,00;5,00;4,00;4,00;2,00;4,00;11,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2023-03-26;44,00;126,72;12,32;0,00;8,80;28,00;9,00;11,00;12,00;23,00;14,00;13,00;14,00;10,62;22,76;9,10;0,00;6,00;6,00;0,00;7,00;14,00;4,00;5,00;10,00;0,00;0,00;2,00;0,00;3,00;3,00;4,00;0,00;0,00;0,00;0,00;10,00;2,00;0,00;0,00;2,00;0,00;0,00
2023-04-02;63,00;153,00;9,00;0,00;10,80;40,00;16,00;13,00;17,00;34,00;15,00;7,00;0,00;9,22;19,98;13,83;0,00;7,00;11,00;4,00;4,00;13,00;11,00;0,00;11,00;0,00;0,00;0,00;0,00;7,00;3,00;0,00;0,00;0,00;4,00;5,00;0,00;2,00;0,00;5,00;0,00;0,00;0,00
2023-04-09;68,00;141,37;14,32;0,00;5,37;50,00;24,00;21,00;27,00;34,00;7,00;18,00;3,00;12,36;30,91;9,27;13,91;0,00;8,00;9,00;4,00;11,00;3,00;4,00;0,00;0,00;0,00;0,00;0,00;9,00;3,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-16;70,00;159,74;0,00;0,00;10,77;53,00;18,00;5,00;26,00;40,00;12,00;17,00;0,00;10,89;28,00;17,11;0,00;3,00;6,00;6,00;10,00;16,00;7,00;6,00;8,00;6,00;0,00;0,00;0,00;6,00;8,00;3,00;0,00;0,00;0,00;0,00;8,00;2,00;0,00;0,00;0,00;2,00;0,00
2023-04-23;48,00;158,22;12,44;0,00;14,22;38,00;12,00;10,00;29,00;44,00;10,00;15,00;5,00;13,94;26,32;15,48;4,65;4,00;5,00;9,00;7,00;9,00;5,00;6,00;9,00;0,00;0,00;4,00;0,00;9,00;9,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;7,00;0,00;3,00
2023-04-30;48,00;129,78;10,67;0,00;8,89;57,00;24,00;12,00;23,00;30,00;10,00;16,00;7,00;13,94;27,87;9,29;6,19;9,00;3,00;8,00;5,00;9,00;3,00;14,00;7,00;0,00;2,00;0,00;3,00;8,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-05-07;42,00;133,30;3,65;0,00;16,43;49,00;26,00;9,00;22,00;31,00;15,00;17,00;0,00;20,22;28,00;9,33;4,67;5,00;11,00;5,00;2,00;20,00;10,00;7,00;5,00;3,00;2,00;0,00;0,00;9,00;8,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;5,00
2023-05-14;42,00;151,57;10,96;0,00;10,96;42,00;16,00;6,00;25,00;35,00;13,00;13,00;5,00;17,11;31,11;9,33;1,56;5,00;12,00;10,00;4,00;11,00;4,00;6,00;10,00;0,00;0,00;0,00;0,00;7,00;0,00;3,00;4,00;0,00;3,00;0,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00
2023-05-21;45,00;129,60;19,80;0,00;0,00;46,00;13,00;2,00;22,00;31,00;8,00;16,00;4,00;21,72;40,34;12,41;0,00;6,00;2,00;4,00;3,00;17,00;4,00;4,00;9,00;0,00;0,00;3,00;3,00;13,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00
2023-05-28;38,00;126,67;12,67;0,00;12,67;45,00;12,00;6,00;36,00;50,00;14,00;15,00;0,00;17,42;39,58;15,83;0,00;7,00;7,00;7,00;5,00;12,00;11,00;14,00;19,00;0,00;0,00;3,00;0,00;7,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2023-06-04;39,00;122,32;12,41;7,09;5,32;49,00;14,00;6,00;23,00;40,00;15,00;14,00;5,00;9,36;54,60;15,60;4,68;9,00;9,00;2,00;2,00;13,00;0,00;12,00;8,00;0,00;0,00;0,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-06-11;37,00;149,85;12,95;11,10;9,25;35,00;3,00;6,00;29,00;41,00;23,00;7,00;0,00;0,00;55,50;13,88;12,33;7,00;14,00;7,00;5,00;10,00;13,00;7,00;8,00;3,00;0,00;9,00;6,00;0,00;11,00;14,00;3,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
