Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2022-09-11;29,00;0,00;20,08;16,73;0,00;49,00;0,00;0,00;0,00;23,73;152,91;118,64;0,00;0,00;0,00;116,00;0,00;0,00;94,25;0,00;18,13
2022-09-18;47,00;27,98;25,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;207,79;71,74;0,00;0,00;0,00;114,89;26,11;0,00;79,54;0,00;0,00
2022-09-25;15,00;30,00;27,69;0,00;0,00;30,00;0,00;0,00;0,00;20,00;135,00;85,00;15,00;0,00;0,00;50,00;77,50;0,00;52,50;60,00;0,00
2022-10-02;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117,33;109,33;0,00;0,00;0,00;96,00;34,67;16,80;37,20;19,20;0,00
2022-10-09;47,00;35,54;38,98;0,00;0,00;19,00;0,00;19,00;33,00;23,50;133,17;107,06;0,00;0,00;0,00;62,67;0,00;0,00;32,16;22,26;34,63
2022-10-16;0,00;0,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;48,00;28,00;0,00;0,00;0,00;25,00;0,00;0,00;33,00;0,00;27,00
2022-10-23;23,00;41,40;26,45;0,00;0,00;0,00;34,00;0,00;0,00;0,00;191,67;58,78;0,00;0,00;0,00;46,00;0,00;0,00;37,06;0,00;0,00
2022-10-30;0,00;0,00;50,00;0,00;29,00;0,00;49,00;0,00;24,00;0,00;39,00;11,00;0,00;0,00;0,00;26,00;0,00;28,00;32,00;15,00;0,00
2022-11-06;22,00;0,00;22,00;38,21;0,00;28,00;0,00;0,00;0,00;22,00;75,78;39,11;0,00;33,00;30,25;57,75;0,00;24,44;0,00;0,00;0,00
2022-11-13;36,00;37,13;24,75;0,00;0,00;0,00;0,00;44,00;0,00;0,00;77,14;38,57;0,00;0,00;15,43;46,29;20,57;0,00;36,00;0,00;0,00
2022-11-20;43,00;21,50;0,00;0,00;12,45;0,00;0,00;0,00;0,00;0,00;58,18;37,94;0,00;0,00;0,00;40,31;0,00;0,00;74,94;19,66;86,00
2022-11-27;0,00;20,00;0,00;0,00;0,00;0,00;65,00;0,00;0,00;0,00;26,00;11,00;15,00;0,00;0,00;32,00;0,00;0,00;19,00;0,00;0,00
2022-12-04;16,00;18,29;20,57;0,00;13,71;24,00;0,00;0,00;0,00;0,00;48,00;42,67;0,00;0,00;34,67;77,33;37,33;41,85;36,92;0,00;0,00
2022-12-11;0,00;0,00;0,00;23,00;0,00;15,00;0,00;33,00;0,00;0,00;40,00;22,00;0,00;8,00;0,00;14,00;0,00;0,00;17,00;0,00;0,00
2022-12-18;0,00;0,00;17,00;0,00;22,00;0,00;16,00;0,00;0,00;0,00;33,00;48,00;0,00;0,00;0,00;16,00;0,00;0,00;36,00;17,00;16,00
2022-12-25;44,00;57,54;28,21;0,00;25,95;44,00;0,00;0,00;20,00;0,00;124,24;51,76;0,00;0,00;0,00;75,06;54,35;0,00;42,78;0,00;0,00
2023-01-01;39,00;40,15;0,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;158,60;93,60;26,00;0,00;0,00;137,80;0,00;0,00;54,10;0,00;0,00
2023-01-08;51,00;79,33;0,00;13,60;0,00;44,00;0,00;37,00;0,00;15,30;86,70;109,65;0,00;0,00;0,00;126,16;0,00;0,00;77,12;0,00;0,00
2023-01-15;0,00;32,00;0,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;39,00;56,00;0,00;0,00;0,00;43,00;5,00;0,00;11,00;13,00;13,00
2023-01-22;17,00;0,00;21,53;0,00;0,00;29,00;18,00;0,00;0,00;0,00;136,00;99,57;0,00;0,00;0,00;89,86;0,00;32,79;65,57;0,00;0,00
2023-01-29;0,00;22,00;0,00;17,00;0,00;0,00;19,00;0,00;0,00;0,00;27,00;28,00;0,00;0,00;0,00;38,00;0,00;0,00;32,00;0,00;16,00
2023-02-05;0,00;0,00;48,00;0,00;0,00;0,00;0,00;36,00;0,00;12,00;49,00;46,00;0,00;0,00;7,00;25,00;0,00;12,00;53,00;0,00;23,00
2023-02-12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;15,00;7,00;45,00;0,00;0,00;0,00;50,00;7,00;0,00;25,00;0,00;11,00
2023-02-19;16,00;35,43;14,86;0,00;0,00;41,00;0,00;16,00;0,00;0,00;101,33;90,67;26,67;0,00;0,00;93,33;0,00;0,00;0,00;0,00;33,23
2023-02-26;0,00;23,00;0,00;20,00;0,00;16,00;17,00;0,00;0,00;0,00;51,00;18,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00
2023-03-05;33,00;14,79;0,00;23,90;0,00;22,00;0,00;0,00;19,00;38,08;109,15;147,23;0,00;25,38;0,00;81,23;30,46;0,00;83,11;42,78;17,11
2023-03-12;18,00;32,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;133,71;110,57;0,00;0,00;30,86;141,43;20,57;0,00;55,29;0,00;0,00
2023-03-19;50,00;19,32;34,09;0,00;29,55;29,00;0,00;0,00;0,00;0,00;147,50;125,00;37,50;34,21;0,00;89,47;36,84;0,00;40,24;0,00;0,00
2023-03-26;34,00;44,20;0,00;48,73;0,00;0,00;0,00;0,00;61,00;0,00;130,77;112,46;0,00;0,00;0,00;107,23;0,00;0,00;17,00;0,00;0,00
2023-04-02;28,00;43,68;34,72;0,00;0,00;53,00;20,00;0,00;0,00;17,82;109,45;119,64;0,00;0,00;0,00;53,45;17,82;18,26;54,78;14,61;46,26
2023-04-09;29,00;23,42;0,00;23,42;0,00;0,00;0,00;0,00;24,00;23,73;160,82;100,18;0,00;0,00;18,45;123,91;0,00;0,00;54,38;44,71;0,00
2023-04-16;0,00;84,00;17,00;0,00;0,00;0,00;0,00;43,00;0,00;0,00;39,00;20,00;0,00;0,00;8,00;45,00;12,00;0,00;47,00;0,00;0,00
2023-04-23;22,00;53,90;0,00;14,30;0,00;37,00;0,00;0,00;0,00;0,00;114,89;90,44;34,22;0,00;0,00;123,75;24,75;0,00;59,89;29,33;0,00
2023-04-30;0,00;35,00;18,00;0,00;0,00;0,00;0,00;0,00;34,00;0,00;61,00;56,00;0,00;0,00;6,00;42,00;0,00;0,00;74,00;0,00;0,00
2023-05-07;18,00;56,25;16,88;0,00;0,00;20,00;0,00;0,00;78,00;25,71;110,57;154,29;0,00;0,00;0,00;79,71;0,00;0,00;70,71;33,43;29,57
2023-05-14;26,00;33,91;26,00;0,00;0,00;27,00;20,00;0,00;0,00;0,00;210,60;158,60;18,20;23,40;0,00;117,00;33,80;0,00;85,43;19,81;0,00
2023-05-21;0,00;36,00;0,00;0,00;0,00;0,00;0,00;30,00;37,00;17,00;34,00;44,00;0,00;0,00;9,00;51,00;7,00;0,00;64,00;17,00;23,00
2023-05-28;31,00;48,22;50,52;0,00;0,00;32,00;58,00;40,00;0,00;0,00;170,50;126,58;0,00;0,00;36,17;139,50;43,92;0,00;80,60;53,32;0,00
2023-06-04;37,00;37,00;28,91;0,00;0,00;19,00;37,00;0,00;43,00;34,36;256,36;71,36;21,14;0,00;0,00;124,21;0,00;0,00;109,77;0,00;0,00
2023-06-11;45,00;64,62;0,00;0,00;0,00;0,00;0,00;43,00;40,00;0,00;164,12;217,06;0,00;50,29;34,41;153,53;0,00;0,00;0,00;0,00;0,00
