Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2022-09-11;34,00;26,00;0,00;0,00;15,00;0,00;0,00;24,85;0,00;18,31;99,38;0,00;0,00;0,00;0,00;61,20;0,00;0,00;29,36;0,00;0,00
2022-09-18;0,00;0,00;0,00;22,00;0,00;21,00;16,00;0,00;0,00;7,00;19,00;5,00;5,00;0,00;0,00;0,00;23,00;17,00;17,00;13,00;0,00
2022-09-25;18,00;14,00;18,00;0,00;0,00;0,00;0,00;38,77;0,00;0,00;51,43;28,29;0,00;0,00;0,00;15,75;18,00;33,00;40,50;58,50;15,00
2022-10-02;18,00;44,00;0,00;16,00;20,00;16,71;0,00;0,00;0,00;0,00;72,00;105,43;0,00;0,00;27,00;29,25;0,00;0,00;13,50;28,50;0,00
2022-10-09;15,00;38,00;19,00;0,00;0,00;0,00;0,00;19,09;61,36;0,00;70,00;0,00;0,00;0,00;25,00;62,50;0,00;0,00;21,00;18,00;0,00
2022-10-16;20,00;22,00;0,00;26,00;0,00;0,00;32,00;25,33;0,00;0,00;80,00;30,00;0,00;0,00;0,00;0,00;0,00;15,38;0,00;0,00;0,00
2022-10-23;30,00;15,00;0,00;0,00;0,00;40,43;76,96;0,00;0,00;0,00;114,55;43,64;0,00;0,00;0,00;64,62;0,00;0,00;20,53;0,00;0,00
2022-10-30;47,00;37,00;35,00;0,00;41,00;0,00;0,00;0,00;13,06;0,00;110,59;38,71;0,00;23,50;0,00;25,85;21,15;0,00;19,71;0,00;0,00
2022-11-06;0,00;41,00;32,00;0,00;0,00;31,00;0,00;0,00;0,00;6,00;37,00;0,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;12,00;18,00
2022-11-13;17,00;42,00;0,00;48,00;0,00;30,08;11,77;13,08;13,08;28,33;53,83;51,00;0,00;0,00;0,00;72,86;0,00;18,55;41,73;0,00;0,00
2022-11-20;32,00;0,00;0,00;0,00;0,00;25,60;20,48;0,00;0,00;61,33;61,33;0,00;0,00;0,00;0,00;18,29;0,00;32,00;15,24;12,19;0,00
2022-11-27;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;7,00;39,00;12,00;4,00;0,00;0,00;24,00;15,00;0,00;0,00;23,00;0,00
2022-12-04;0,00;36,00;0,00;0,00;0,00;38,00;0,00;0,00;0,00;0,00;28,00;5,00;0,00;0,00;0,00;14,00;0,00;0,00;22,00;0,00;0,00
2022-12-11;18,00;0,00;0,00;0,00;0,00;11,57;25,71;0,00;0,00;0,00;84,86;0,00;0,00;15,75;0,00;18,00;0,00;24,00;0,00;0,00;0,00
2022-12-18;0,00;0,00;18,00;0,00;0,00;12,00;0,00;31,00;16,00;0,00;31,00;22,00;0,00;0,00;0,00;9,00;0,00;29,00;28,00;0,00;0,00
2022-12-25;0,00;34,00;16,00;0,00;0,00;40,00;26,00;0,00;40,00;0,00;33,00;10,00;0,00;0,00;0,00;19,00;0,00;0,00;20,00;0,00;0,00
2023-01-01;0,00;57,00;0,00;0,00;0,00;52,00;0,00;0,00;0,00;0,00;9,00;21,00;0,00;0,00;0,00;22,00;0,00;23,00;29,00;18,00;0,00
2023-01-08;36,00;17,00;0,00;0,00;32,00;54,67;0,00;54,67;0,00;33,23;60,92;77,54;0,00;19,20;0,00;52,80;0,00;12,00;42,00;0,00;0,00
2023-01-15;0,00;37,00;0,00;21,00;30,00;38,00;0,00;10,00;0,00;7,00;23,00;16,00;0,00;6,00;0,00;28,00;0,00;0,00;23,00;0,00;0,00
2023-01-22;0,00;0,00;0,00;0,00;0,00;30,00;16,00;15,00;11,00;0,00;28,00;14,00;0,00;0,00;0,00;36,00;0,00;33,00;30,00;15,00;9,00
2023-01-29;16,00;49,00;0,00;40,00;0,00;56,00;0,00;12,00;0,00;0,00;104,00;56,00;0,00;27,43;0,00;50,29;0,00;0,00;24,00;12,80;14,40
2023-02-05;12,00;65,00;48,00;16,00;15,00;21,33;24,00;0,00;0,00;0,00;102,00;63,00;0,00;0,00;0,00;60,00;0,00;66,00;13,50;0,00;22,50
2023-02-12;35,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,46;137,31;48,46;0,00;0,00;0,00;79,33;0,00;0,00;56,30;36,52;13,70
2023-02-19;0,00;13,00;0,00;0,00;0,00;28,00;18,00;9,00;9,00;0,00;31,00;13,00;0,00;0,00;0,00;24,00;0,00;0,00;16,00;13,00;9,00
2023-02-26;17,00;22,00;25,00;0,00;20,00;30,08;17,00;24,85;0,00;0,00;76,50;36,83;0,00;14,57;0,00;97,14;17,00;0,00;13,91;21,64;0,00
2023-03-05;18,00;35,00;14,00;22,00;0,00;16,71;12,86;15,43;23,14;0,00;51,43;79,71;0,00;0,00;22,50;51,75;0,00;0,00;66,00;0,00;16,50
2023-03-12;0,00;47,00;0,00;12,00;0,00;30,00;20,00;12,00;9,00;9,00;30,00;32,00;0,00;0,00;5,00;20,00;13,00;0,00;0,00;0,00;0,00
2023-03-19;0,00;15,00;0,00;0,00;19,00;0,00;17,00;0,00;0,00;0,00;21,00;8,00;7,00;8,00;0,00;29,00;0,00;9,00;22,00;8,00;0,00
2023-03-26;16,00;29,00;0,00;15,00;0,00;32,00;20,00;0,00;16,00;0,00;32,00;72,00;21,33;0,00;0,00;66,29;0,00;19,20;56,00;57,60;30,40
2023-04-02;0,00;38,00;0,00;30,00;0,00;11,00;0,00;0,00;0,00;8,00;29,00;45,00;0,00;0,00;0,00;40,00;0,00;0,00;32,00;21,00;10,00
2023-04-09;30,00;58,00;18,00;38,00;62,00;50,87;0,00;0,00;0,00;0,00;54,55;68,18;0,00;0,00;0,00;64,62;25,38;70,50;0,00;13,50;0,00
2023-04-16;0,00;16,00;0,00;0,00;0,00;41,00;29,00;0,00;21,00;0,00;30,00;25,00;0,00;0,00;0,00;32,00;0,00;0,00;14,00;21,00;0,00
2023-04-23;29,00;0,00;0,00;0,00;0,00;71,18;55,36;0,00;17,14;0,00;42,18;71,18;23,73;0,00;0,00;51,31;0,00;29,00;0,00;94,63;0,00
2023-04-30;0,00;41,00;13,00;47,00;0,00;43,00;0,00;0,00;0,00;5,00;28,00;21,00;0,00;0,00;6,00;29,00;6,00;0,00;26,00;10,00;0,00
2023-05-07;33,00;37,00;12,00;20,00;42,00;40,92;22,44;13,20;0,00;0,00;71,50;71,50;0,00;0,00;18,86;54,21;30,64;0,00;0,00;23,57;0,00
2023-05-14;0,00;34,00;14,00;0,00;0,00;16,00;22,00;24,00;15,00;0,00;34,00;23,00;0,00;0,00;0,00;38,00;0,00;24,00;51,00;15,00;0,00
2023-05-21;55,00;19,00;0,00;0,00;16,00;35,36;40,60;0,00;0,00;0,00;52,38;78,57;0,00;0,00;0,00;52,71;0,00;0,00;24,44;0,00;13,75
2023-05-28;30,00;34,00;22,00;23,00;0,00;57,39;0,00;0,00;27,39;16,36;19,09;73,64;0,00;0,00;0,00;115,38;0,00;16,50;25,50;15,00;0,00
2023-06-04;25,00;32,00;0,00;22,00;0,00;31,58;35,53;0,00;13,16;11,11;77,78;63,89;11,11;0,00;40,91;61,36;0,00;0,00;30,88;20,59;20,59
2023-06-11;52,00;0,00;0,00;0,00;0,00;72,00;34,67;0,00;0,00;0,00;43,79;84,84;0,00;0,00;0,00;96,91;35,45;0,00;0,00;0,00;0,00
