Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2022-05-22;43,00;0,00;0,00;0,00;16,00;101,64;23,45;0,00;11,73;0,00;96,75;75,25;16,13;0,00;0,00;107,50;33,44;15,36;62,96;38,39;0,00
2022-05-29;0,00;33,00;16,00;23,00;0,00;49,00;0,00;0,00;0,00;0,00;23,00;46,00;0,00;0,00;0,00;25,00;0,00;13,00;18,00;36,00;0,00
2022-06-05;26,00;16,00;0,00;54,00;25,00;63,70;18,20;0,00;26,00;0,00;54,60;111,80;13,00;0,00;30,73;82,73;0,00;0,00;0,00;18,35;29,06
2022-06-12;18,00;40,00;18,00;21,00;0,00;47,57;23,14;0,00;0,00;0,00;46,29;82,29;0,00;0,00;0,00;67,50;0,00;0,00;31,50;0,00;0,00
2022-06-19;23,00;56,00;25,00;18,00;14,00;44,65;36,53;0,00;0,00;0,00;66,44;86,89;0,00;0,00;0,00;82,80;0,00;42,93;29,13;23,00;18,40
2022-06-26;25,00;44,00;0,00;0,00;23,00;97,37;46,05;0,00;30,26;0,00;102,78;94,44;52,78;68,18;0,00;140,91;0,00;26,56;0,00;0,00;0,00
2022-07-03;24,00;38,00;0,00;36,00;0,00;48,00;20,00;0,00;0,00;61,33;90,67;117,33;0,00;0,00;0,00;170,40;0,00;0,00;61,50;21,00;46,50
2022-07-10;15,00;29,00;0,00;0,00;0,00;102,27;60,00;0,00;0,00;25,00;107,50;115,00;22,50;22,50;0,00;222,50;0,00;25,50;31,50;25,50;33,00
2022-07-17;15,00;0,00;18,00;47,00;0,00;38,75;35,00;0,00;28,75;0,00;102,50;145,00;0,00;0,00;47,14;192,86;0,00;0,00;82,50;0,00;21,00
2022-07-24;55,00;0,00;55,00;18,00;21,00;103,45;0,00;17,02;68,10;0,00;141,43;99,52;0,00;0,00;0,00;187,92;0,00;15,28;61,11;0,00;0,00
2022-07-31;13,00;16,00;26,00;0,00;0,00;85,80;0,00;0,00;19,50;15,60;111,80;96,20;13,00;23,83;0,00;134,33;30,33;46,22;66,44;0,00;0,00
2022-08-07;0,00;52,00;68,00;68,00;22,00;51,00;65,00;0,00;0,00;0,00;50,00;48,00;6,00;0,00;0,00;50,00;0,00;22,00;23,00;0,00;13,00
2022-08-14;0,00;0,00;0,00;18,00;0,00;37,00;20,00;0,00;0,00;7,00;31,00;38,00;0,00;0,00;20,00;30,00;0,00;21,00;44,00;0,00;0,00
2022-08-21;19,00;35,00;35,00;20,00;0,00;33,93;35,29;17,64;27,14;0,00;54,29;86,86;0,00;0,00;0,00;54,63;0,00;0,00;20,58;15,83;0,00
2022-08-28;38,00;31,00;0,00;16,00;24,00;13,10;20,97;0,00;14,41;21,71;114,00;65,14;0,00;14,25;0,00;49,88;0,00;18,24;44,08;0,00;18,24
2022-09-04;0,00;14,00;0,00;21,00;21,00;41,00;35,00;37,00;0,00;0,00;38,00;9,00;0,00;0,00;8,00;28,00;0,00;0,00;10,00;0,00;0,00
