Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2022-01-30;68,00;163,20;65,73;140,53;106,53;26,15;91,54;58,85;58,85;31,00;33,00;26,00;20,00;10,00;30,00;11,00;24,00;0,00;16,00;12,00;14,00;0,00;20,00;0,00;0,00;0,00;0,00;12,00
2022-02-06;32,00;112,00;48,00;130,29;54,86;39,68;32,00;37,12;47,36;30,00;32,00;35,00;11,00;0,00;0,00;19,00;40,00;24,00;17,00;28,00;19,00;0,00;18,00;0,00;17,00;0,00;0,00;0,00
2022-02-13;49,00;79,33;46,67;67,67;53,67;33,11;18,54;35,76;39,73;31,00;10,00;12,00;32,00;0,00;46,00;0,00;23,00;22,00;23,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-20;62,00;80,37;66,59;78,07;78,07;27,70;58,04;31,66;50,13;32,00;12,00;22,00;8,00;12,00;23,00;21,00;7,00;38,00;18,00;0,00;24,00;12,00;0,00;0,00;0,00;0,00;0,00;19,00
2022-02-27;43,00;79,21;45,26;95,05;79,21;32,58;86,00;59,94;50,82;42,00;21,00;30,00;0,00;0,00;0,00;25,00;0,00;0,00;40,00;9,00;0,00;11,00;0,00;0,00;0,00;18,00;9,00;20,00
2022-03-06;33,00;52,80;44,00;61,60;77,00;22,85;39,35;13,96;24,12;0,00;28,00;44,00;27,00;0,00;0,00;0,00;29,00;0,00;10,00;0,00;10,00;10,00;0,00;0,00;14,00;0,00;0,00;0,00
2022-03-13;49,00;67,67;114,33;51,33;49,00;12,89;54,16;27,08;33,53;9,00;24,00;31,00;9,00;0,00;11,00;0,00;15,00;0,00;0,00;24,00;8,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2022-03-20;40,00;56,47;68,24;49,41;47,06;42,58;58,06;0,00;34,84;0,00;0,00;10,00;12,00;31,00;21,00;0,00;20,00;13,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-27;53,00;126,74;69,13;82,96;85,26;39,75;92,75;50,35;62,28;20,00;21,00;38,00;21,00;0,00;17,00;9,00;24,00;0,00;23,00;9,00;7,00;18,00;19,00;0,00;0,00;11,00;0,00;9,00
2022-04-03;34,00;136,00;49,87;63,47;63,47;51,00;87,62;51,00;45,77;21,00;0,00;0,00;19,00;0,00;33,00;21,00;0,00;13,00;8,00;15,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-10;41,00;34,17;36,44;45,56;0,00;28,19;12,81;0,00;17,94;13,00;9,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;12,00;0,00;0,00;0,00;0,00;8,00;0,00;14,00;0,00;0,00
2022-04-17;39,00;52,76;0,00;29,82;29,82;0,00;11,70;16,90;0,00;40,00;8,00;0,00;0,00;30,00;15,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-24;0,00;4,00;0,00;18,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;13,00;8,00;0,00;7,00;11,00;0,00;0,00;0,00;0,00;9,00;21,00;9,00;0,00;0,00;8,00;0,00;0,00
2022-05-01;26,00;8,67;0,00;0,00;10,83;0,00;0,00;7,80;0,00;0,00;0,00;31,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;10,00;0,00;0,00
2022-05-08;34,00;9,07;24,93;0,00;11,33;0,00;11,77;0,00;0,00;0,00;13,00;17,00;0,00;13,00;21,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-15;47,00;9,40;0,00;0,00;0,00;0,00;14,36;0,00;9,14;9,00;15,00;10,00;0,00;9,00;23,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;32,00
2022-05-22;20,00;15,56;8,89;17,78;20,00;0,00;0,00;0,00;0,00;23,00;0,00;32,00;21,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,00;10,00;0,00;15,00;11,00;9,00
2022-05-29;38,00;0,00;11,18;8,94;0,00;0,00;15,72;0,00;0,00;11,00;10,00;0,00;0,00;0,00;71,00;0,00;0,00;13,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00
2022-06-05;44,00;11,58;0,00;18,53;11,58;19,41;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;9,00
2022-06-12;85,00;0,00;0,00;11,18;11,18;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;14,00;21,00;0,00;15,00;0,00;0,00;19,00;0,00;0,00
2022-06-19;41,00;43,28;47,83;0,00;9,11;8,97;16,66;0,00;8,97;17,00;16,00;0,00;11,00;22,00;21,00;0,00;16,00;24,00;0,00;0,00;0,00;10,00;19,00;0,00;0,00;0,00;15,00;0,00
2022-06-26;62,00;0,00;36,74;18,37;20,67;0,00;0,00;0,00;0,00;16,00;29,00;10,00;0,00;0,00;0,00;28,00;11,00;0,00;12,00;0,00;17,00;0,00;0,00;37,00;17,00;0,00;0,00;0,00
2022-07-03;64,00;0,00;29,71;27,43;18,29;13,06;0,00;0,00;0,00;11,00;28,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;64,00;0,00;0,00;17,00;27,00;0,00;0,00;0,00;21,00
2022-07-10;100,00;15,91;227,27;13,64;20,45;11,69;0,00;11,69;0,00;24,00;21,00;14,00;18,00;0,00;0,00;16,00;21,00;0,00;17,00;0,00;9,00;0,00;11,00;0,00;0,00;10,00;0,00;0,00
2022-07-17;77,00;0,00;27,18;0,00;45,29;16,97;27,41;0,00;0,00;10,00;0,00;11,00;0,00;0,00;14,00;0,00;11,00;12,00;0,00;20,00;33,00;0,00;0,00;11,00;0,00;24,00;0,00;0,00
2022-07-24;64,00;0,00;38,86;16,00;18,29;0,00;57,47;0,00;0,00;23,00;27,00;17,00;22,00;23,00;0,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;29,00;0,00
2022-07-31;71,00;0,00;43,52;0,00;18,32;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;30,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00
2022-08-07;53,00;18,43;18,43;0,00;29,96;0,00;0,00;10,34;11,63;24,00;24,00;21,00;0,00;0,00;0,00;10,00;19,00;0,00;0,00;18,00;9,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00
2022-08-14;51,00;0,00;13,91;0,00;20,86;0,00;10,46;0,00;0,00;29,00;20,00;19,00;21,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-08-21;44,00;25,47;0,00;30,11;13,89;28,47;29,76;23,29;0,00;47,00;0,00;0,00;14,00;0,00;11,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;19,00;17,00;16,00
2022-08-28;33,00;0,00;11,79;0,00;33,00;21,12;27,72;14,52;34,32;0,00;0,00;17,00;33,00;0,00;43,00;0,00;35,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-09-04;31,00;17,71;17,71;26,57;35,43;0,00;20,67;14,21;16,79;20,00;40,00;0,00;13,00;19,00;9,00;0,00;11,00;0,00;13,00;0,00;14,00;0,00;13,00;0,00;0,00;17,00;0,00;0,00
2022-09-11;36,00;20,25;18,00;13,50;27,00;23,14;29,57;0,00;10,29;0,00;11,00;0,00;0,00;0,00;16,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00
2022-09-18;27,00;31,50;15,75;24,75;29,25;16,20;24,30;9,45;25,65;10,00;18,00;0,00;16,00;0,00;0,00;0,00;28,00;9,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00
2022-09-25;12,00;0,00;14,40;16,80;19,20;13,20;0,00;21,60;0,00;9,00;21,00;21,00;0,00;0,00;0,00;15,00;0,00;26,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00
2022-10-02;31,00;22,14;15,50;11,07;44,29;0,00;34,88;0,00;0,00;32,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;13,00;0,00;0,00;19,00;10,00;0,00;0,00;40,00;0,00;0,00
2022-10-09;15,00;35,00;42,50;25,00;32,50;23,18;32,73;0,00;24,55;0,00;10,00;0,00;15,00;10,00;0,00;0,00;17,00;0,00;9,00;8,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-10-16;43,00;20,37;29,42;0,00;31,68;0,00;0,00;19,55;0,00;23,00;18,00;0,00;21,00;0,00;0,00;0,00;0,00;23,00;16,00;0,00;20,00;0,00;0,00;37,00;0,00;10,00;19,00;0,00
2022-10-23;21,00;16,33;0,00;0,00;16,33;28,88;31,50;19,69;9,19;18,00;0,00;9,00;26,00;0,00;0,00;0,00;0,00;18,00;12,00;0,00;13,00;0,00;9,00;0,00;0,00;18,00;0,00;0,00
2022-10-30;34,00;24,93;38,53;24,93;0,00;44,46;0,00;13,08;26,15;0,00;0,00;15,00;0,00;0,00;11,00;43,00;0,00;26,00;0,00;12,00;9,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00
2022-11-06;36,00;45,00;15,75;40,50;51,75;16,00;33,33;24,00;0,00;0,00;41,00;15,00;0,00;0,00;0,00;16,00;0,00;9,00;33,00;0,00;36,00;0,00;25,00;0,00;0,00;13,00;12,00;0,00
2022-11-13;60,00;27,69;43,85;50,77;46,15;32,61;20,87;23,48;30,00;22,00;19,00;20,00;15,00;22,00;23,00;0,00;9,00;21,00;12,00;9,00;0,00;0,00;0,00;0,00;0,00;20,00;0,00;11,00
2022-11-20;48,00;52,57;22,86;38,86;36,57;25,95;11,68;15,57;27,24;22,00;10,00;14,00;11,00;0,00;0,00;15,00;8,00;10,00;0,00;0,00;0,00;0,00;13,00;8,00;0,00;0,00;0,00;13,00
2022-11-27;25,00;61,36;29,55;38,64;72,73;0,00;38,16;27,63;21,05;28,00;11,00;10,00;21,00;11,00;0,00;10,00;11,00;18,00;0,00;18,00;14,00;12,00;18,00;8,00;0,00;0,00;0,00;0,00
2022-12-04;35,00;51,33;60,67;30,33;77,00;19,44;25,93;11,67;0,00;32,00;17,00;21,00;0,00;35,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00
2022-12-11;30,00;78,46;16,15;87,69;62,31;26,09;27,39;50,87;0,00;9,00;16,00;20,00;12,00;0,00;0,00;0,00;0,00;21,00;18,00;36,00;0,00;16,00;9,00;18,00;23,00;0,00;22,00;34,00
2022-12-18;18,00;87,75;45,00;54,00;65,25;41,14;63,00;27,00;37,29;41,00;25,00;29,00;21,00;0,00;0,00;19,00;0,00;0,00;23,00;0,00;16,00;11,00;0,00;0,00;11,00;0,00;0,00;0,00
2022-12-25;74,00;159,56;127,19;138,75;115,63;85,68;110,35;93,47;92,18;76,00;44,00;57,00;0,00;12,00;13,00;69,00;46,00;21,00;22,00;44,00;0,00;0,00;31,00;0,00;0,00;0,00;0,00;0,00
2023-01-01;76,00;117,45;122,06;105,94;110,55;81,24;73,38;60,28;43,24;52,00;13,00;42,00;19,00;19,00;50,00;25,00;0,00;14,00;38,00;60,00;43,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00
2023-01-08;45,00;76,50;92,25;76,50;103,50;50,14;75,86;51,43;86,14;64,00;37,00;27,00;28,00;16,00;19,00;0,00;28,00;0,00;0,00;0,00;0,00;20,00;9,00;0,00;0,00;0,00;0,00;8,00
2023-01-15;52,00;76,87;61,04;58,78;92,70;0,00;67,60;53,30;65,00;47,00;19,00;41,00;18,00;10,00;31,00;12,00;18,00;0,00;13,00;25,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-01-22;24,00;67,20;88,80;91,20;98,40;38,67;65,33;44,00;30,67;31,00;0,00;23,00;10,00;0,00;31,00;19,00;10,00;0,00;41,00;0,00;21,00;20,00;21,00;0,00;0,00;0,00;0,00;0,00
2023-01-29;78,00;91,76;100,94;117,00;59,65;26,00;11,70;65,00;27,30;26,00;69,00;35,00;19,00;0,00;18,00;12,00;12,00;0,00;22,00;8,00;16,00;15,00;21,00;0,00;0,00;12,00;0,00;12,00
2023-02-05;51,00;69,55;51,00;92,73;69,55;36,62;52,31;31,38;26,15;13,00;0,00;17,00;12,00;0,00;35,00;20,00;13,00;0,00;37,00;17,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-02-12;60,00;76,15;76,15;69,23;78,46;26,09;106,96;48,26;0,00;61,00;13,00;41,00;54,00;0,00;21,00;27,00;26,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;68,00;0,00;9,00;0,00
2023-02-19;89,00;84,44;54,77;63,90;61,62;39,99;89,00;61,91;37,41;33,00;0,00;34,00;35,00;0,00;27,00;33,00;55,00;20,00;36,00;0,00;33,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00
2023-02-26;29,00;53,54;40,15;60,23;95,92;31,64;29,00;52,73;38,23;55,00;18,00;19,00;21,00;15,00;19,00;17,00;0,00;16,00;21,00;35,00;0,00;25,00;0,00;0,00;11,00;24,00;0,00;0,00
2023-03-05;46,00;73,60;46,00;78,20;64,40;63,09;39,43;36,80;24,97;0,00;53,00;24,00;31,00;0,00;21,00;0,00;0,00;0,00;26,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00
2023-03-12;16,00;70,86;54,86;48,00;43,43;18,46;34,46;27,08;24,62;13,00;9,00;0,00;10,00;24,00;0,00;0,00;24,00;25,00;43,00;14,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00
2023-03-19;94,00;18,34;75,66;25,22;57,32;16,97;57,44;47,00;28,72;18,00;0,00;15,00;0,00;19,00;21,00;0,00;30,00;0,00;0,00;20,00;16,00;34,00;0,00;0,00;0,00;0,00;14,00;0,00
2023-03-26;46,00;48,30;69,00;48,30;89,70;43,37;69,66;0,00;59,14;10,00;12,00;0,00;16,00;11,00;24,00;0,00;19,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-02;35,00;70,00;30,33;70,00;35,00;32,41;62,22;23,33;25,93;11,00;32,00;13,00;52,00;0,00;14,00;0,00;14,00;15,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00
2023-04-09;18,00;54,00;18,00;18,00;0,00;0,00;23,14;23,14;11,57;26,00;60,00;30,00;0,00;13,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00
2023-04-16;9,00;9,00;9,00;0,00;13,50;0,00;0,00;42,43;0,00;13,00;10,00;0,00;9,00;17,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00
2023-04-23;18,00;13,50;20,25;0,00;27,00;18,00;10,29;33,43;0,00;15,00;8,00;12,00;0,00;18,00;8,00;0,00;0,00;23,00;0,00;12,00;17,00;0,00;0,00;0,00;0,00;11,00;16,00;10,00
2023-04-30;15,00;0,00;0,00;0,00;12,50;0,00;0,00;10,91;15,00;40,00;13,00;12,00;23,00;0,00;0,00;0,00;25,00;0,00;10,00;16,00;0,00;0,00;0,00;9,00;0,00;34,00;0,00;0,00
2023-05-07;0,00;19,00;13,00;0,00;4,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00
2023-05-14;23,00;0,00;29,90;11,50;16,10;0,00;0,00;0,00;0,00;18,00;0,00;12,00;10,00;0,00;9,00;0,00;0,00;0,00;15,00;0,00;0,00;24,00;0,00;0,00;0,00;12,00;0,00;0,00
2023-05-21;19,00;11,88;0,00;21,38;11,88;13,57;20,36;0,00;14,93;13,00;0,00;0,00;0,00;0,00;9,00;0,00;36,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-05-28;35,00;0,00;25,67;0,00;9,33;0,00;11,67;0,00;0,00;36,00;0,00;12,00;14,00;0,00;14,00;0,00;13,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-06-04;33,00;18,86;18,86;7,07;11,79;17,16;14,52;0,00;9,24;24,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;12,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00
2023-06-11;20,00;0,00;15,56;0,00;13,33;0,00;0,00;0,00;0,00;0,00;27,00;28,00;31,00;16,00;0,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;0,00
