Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2022-10-09;0,00;14,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60,00;11,00;0,00;0,00;0,00;28,00;0,00;0,00;14,00;31,00;0,00
2022-10-16;28,00;29,47;0,00;0,00;0,00;0,00;36,00;0,00;22,00;44,00;220,00;56,00;0,00;0,00;0,00;48,36;0,00;0,00;0,00;0,00;0,00
2022-10-23;13,00;21,67;0,00;13,00;0,00;0,00;0,00;0,00;0,00;21,67;229,67;112,67;0,00;0,00;0,00;67,60;0,00;0,00;33,80;0,00;0,00
2022-10-30;48,00;53,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;272,00;12,00;0,00;0,00;0,00;64,00;0,00;0,00;0,00;0,00;0,00
2022-11-06;0,00;17,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;5,00;58,00;16,00;0,00;0,00;0,00;0,00;0,00;18,00;0,00;12,00;0,00
2022-11-13;30,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;0,00;0,00;274,29;68,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35,45
2022-11-20;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47,00;15,00;11,00;8,00;0,00;25,00;0,00;0,00;15,00;0,00;0,00
2022-11-27;48,00;0,00;0,00;18,91;0,00;0,00;0,00;0,00;33,00;24,00;196,00;24,00;16,00;0,00;0,00;42,67;0,00;0,00;22,67;0,00;26,67
2022-12-04;29,00;65,63;0,00;0,00;33,58;0,00;0,00;0,00;23,00;0,00;310,71;70,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-12-11;27,00;31,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;150,43;34,71;0,00;0,00;0,00;86,40;0,00;0,00;0,00;0,00;0,00
2022-12-18;36,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;128,00;108,00;0,00;30,46;0,00;55,38;0,00;0,00;0,00;0,00;0,00
2022-12-25;23,00;48,88;0,00;0,00;51,75;0,00;0,00;0,00;0,00;26,83;69,00;134,17;0,00;0,00;0,00;61,33;0,00;0,00;0,00;0,00;43,29
2023-01-01;0,00;59,00;29,00;0,00;0,00;35,00;27,00;61,00;0,00;0,00;21,00;20,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00;0,00;0,00
2023-01-08;29,00;23,20;34,80;0,00;0,00;21,00;0,00;0,00;0,00;16,57;116,00;74,57;24,86;0,00;0,00;0,00;0,00;0,00;23,73;0,00;0,00
2023-01-15;34,00;0,00;45,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89,25;131,75;0,00;0,00;0,00;70,62;0,00;0,00;0,00;32,64;29,92
2023-01-22;27,00;46,89;46,89;0,00;19,89;0,00;0,00;0,00;0,00;15,43;115,71;77,14;0,00;0,00;0,00;97,20;0,00;0,00;0,00;0,00;20,25
2023-01-29;0,00;30,00;0,00;0,00;12,00;0,00;20,00;38,00;0,00;0,00;16,00;18,00;0,00;0,00;0,00;29,00;0,00;0,00;0,00;13,00;0,00
2023-02-05;0,00;23,00;26,00;0,00;31,00;0,00;0,00;18,00;22,00;0,00;22,00;17,00;0,00;9,00;0,00;29,00;0,00;0,00;0,00;0,00;0,00
2023-02-12;0,00;46,00;19,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;19,00;13,00;0,00;0,00;0,00;29,00;0,00;28,00;0,00;23,00;0,00
2023-02-19;34,00;53,22;0,00;0,00;0,00;0,00;0,00;17,00;0,00;12,75;42,50;131,75;0,00;0,00;0,00;104,62;23,54;0,00;0,00;23,12;0,00
2023-02-26;0,00;13,00;0,00;24,00;9,00;0,00;0,00;0,00;0,00;0,00;28,00;17,00;0,00;0,00;0,00;43,00;0,00;0,00;36,00;0,00;11,00
2023-03-05;0,00;34,00;0,00;13,00;0,00;0,00;0,00;14,00;0,00;6,00;20,00;18,00;0,00;0,00;0,00;43,00;6,00;0,00;62,00;11,00;0,00
2023-03-12;29,00;0,00;0,00;0,00;27,55;0,00;0,00;15,00;0,00;0,00;124,29;91,14;37,29;0,00;0,00;76,45;0,00;0,00;22,10;0,00;0,00
2023-03-19;29,00;53,65;0,00;0,00;15,95;0,00;0,00;0,00;18,00;0,00;99,43;74,57;0,00;0,00;0,00;84,36;0,00;0,00;0,00;0,00;0,00
2023-03-26;16,00;13,09;0,00;0,00;0,00;31,00;0,00;0,00;0,00;0,00;56,00;68,00;12,00;42,67;0,00;90,67;0,00;0,00;0,00;0,00;60,00
2023-04-02;45,00;17,42;18,87;0,00;0,00;0,00;0,00;0,00;0,00;32,73;85,91;163,64;0,00;0,00;18,53;137,65;0,00;0,00;0,00;51,82;35,45
2023-04-09;23,00;102,06;21,56;0,00;44,56;27,00;0,00;0,00;0,00;23,00;80,50;111,17;0,00;0,00;0,00;127,78;0,00;0,00;0,00;0,00;0,00
2023-04-16;0,00;43,00;0,00;11,00;0,00;0,00;32,00;0,00;0,00;0,00;22,00;31,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;20,00
2023-04-23;38,00;46,77;32,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;63,33;109,78;0,00;16,29;0,00;116,71;0,00;0,00;0,00;20,36;39,36
2023-04-30;0,00;52,00;0,00;0,00;0,00;0,00;31,00;0,00;0,00;8,00;25,00;25,00;7,00;0,00;0,00;26,00;8,00;0,00;0,00;0,00;15,00
2023-05-07;75,00;51,47;0,00;0,00;0,00;0,00;0,00;55,00;0,00;0,00;83,33;83,33;0,00;0,00;61,61;88,39;0,00;0,00;34,09;0,00;0,00
2023-05-14;54,00;79,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,69;128,77;0,00;21,60;18,90;113,40;0,00;0,00;14,85;0,00;0,00
2023-05-21;54,00;72,97;0,00;0,00;0,00;0,00;0,00;0,00;47,00;0,00;99,69;58,15;12,46;51,43;28,29;136,29;0,00;0,00;0,00;0,00;20,25
2023-05-28;0,00;26,00;0,00;14,00;15,00;0,00;0,00;18,00;0,00;0,00;19,00;21,00;0,00;7,00;0,00;46,00;0,00;0,00;25,00;0,00;0,00
2023-06-04;38,00;81,85;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;54,89;54,89;0,00;29,86;0,00;127,57;0,00;0,00;0,00;93,64;23,07
2023-06-11;100,00;91,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;125,00;154,17;0,00;0,00;42,11;110,53;0,00;0,00;21,62;59,46;0,00
