Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2021-10-31;27,00;0,00;11,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;7,00;0,00;12,00;0,00;7,00;0,00;3,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00
2021-11-07;42,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;6,00;4,00;0,00;4,10;7,17;11,27;0,00;0,00;0,00;3,00;3,00;0,00;0,00
2021-11-14;33,00;5,00;10,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;8,25;6,19;8,25;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2021-11-21;22,00;9,00;0,00;0,00;3,00;0,00;0,00;4,00;7,00;6,00;4,00;0,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00;11,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;40,00;6,00;0,00;3,00;4,00;0,00;0,00;0,00;0,00;3,00;6,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;10,26;5,00;9,00;5,00;0,00;0,00;5,00;0,00
2021-12-05;46,00;14,00;7,00;0,00;9,00;0,00;4,00;14,00;0,00;8,00;5,00;0,00;6,00;4,00;4,00;0,00;3,00;0,00;5,11;6,13;14,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;32,00;4,00;0,00;0,00;9,00;13,00;0,00;13,00;0,00;14,00;11,00;7,00;11,00;0,00;10,00;0,00;7,00;5,16;4,13;0,00;17,55;0,00;0,00;8,00;0,00;10,00;0,00;0,00
2021-12-19;32,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;8,00;18,00;0,00;11,00;21,00;4,00;0,00;0,00;0,00;10,32;21,68;16,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;69,00;5,00;7,00;5,00;7,00;0,00;6,00;6,00;0,00;0,00;10,00;8,00;13,00;0,00;19,00;0,00;17,00;0,00;0,00;0,00;14,21;0,00;0,00;0,00;7,00;0,00;0,00;0,00
2022-01-02;57,00;14,00;10,00;10,00;11,00;0,00;0,00;12,00;4,00;20,00;4,00;8,00;9,00;0,00;0,00;0,00;7,00;0,00;6,11;0,00;12,21;5,00;9,00;0,00;0,00;8,00;0,00;0,00
2022-01-09;53,00;0,00;11,00;4,00;0,00;9,00;5,00;19,00;0,00;16,00;9,00;0,00;19,00;0,00;0,00;0,00;4,00;0,00;5,10;0,00;11,21;0,00;6,00;5,00;0,00;0,00;0,00;12,00
2022-01-16;61,00;8,00;6,00;0,00;0,00;12,00;4,00;10,00;0,00;15,00;16,00;0,00;14,00;0,00;7,00;9,00;5,00;0,00;44,73;0,00;13,22;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2022-01-23;45,00;0,00;5,00;0,00;5,00;7,00;4,00;12,00;4,00;14,00;5,00;16,00;11,00;0,00;8,00;0,00;0,00;5,11;0,00;3,07;10,23;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2022-01-30;57,00;0,00;0,00;0,00;7,00;0,00;0,00;8,00;0,00;26,00;15,00;13,00;6,00;0,00;16,00;10,00;5,00;0,00;5,09;0,00;15,27;0,00;8,00;5,00;0,00;0,00;0,00;0,00
2022-02-06;46,00;8,00;7,00;5,00;7,00;4,00;0,00;8,00;3,00;8,00;12,00;12,00;14,00;0,00;16,00;0,00;16,00;0,00;0,00;0,00;18,40;3,00;5,00;0,00;5,00;9,00;0,00;0,00
2022-02-13;57,00;5,00;3,00;4,00;12,00;0,00;4,00;13,00;6,00;0,00;9,00;23,00;10,00;0,00;5,00;0,00;9,00;6,11;3,05;6,11;10,18;0,00;0,00;0,00;9,00;7,00;0,00;0,00
2022-02-20;53,00;7,00;5,00;0,00;6,00;0,00;0,00;4,00;0,00;9,00;9,00;17,00;15,00;0,00;5,00;0,00;6,00;11,21;4,08;6,12;20,38;3,00;0,00;0,00;0,00;4,00;0,00;9,00
2022-02-27;47,00;0,00;0,00;0,00;8,00;9,00;5,00;13,00;0,00;8,00;5,00;18,00;12,00;0,00;4,00;3,00;0,00;3,07;5,11;0,00;21,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-06;46,00;6,00;6,00;0,00;0,00;0,00;6,00;11,00;0,00;11,00;0,00;6,00;0,00;0,00;10,00;0,00;0,00;0,00;9,20;7,16;4,09;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2022-03-13;48,00;0,00;6,00;4,00;0,00;3,00;3,00;8,00;0,00;3,00;12,00;12,00;10,00;0,00;39,00;0,00;12,00;0,00;28,60;0,00;8,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-20;62,00;0,00;10,00;9,00;8,00;6,00;0,00;9,00;0,00;6,00;9,00;0,00;7,00;0,00;3,00;0,00;8,00;0,00;6,20;0,00;6,20;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2022-03-27;33,00;5,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;8,00;0,00;8,00;3,00;0,00;0,00;0,00;3,00;0,00;4,13;3,09;5,16;3,00;3,00;0,00;0,00;0,00;0,00;0,00
2022-04-03;43,00;0,00;0,00;0,00;3,00;0,00;5,00;9,00;0,00;6,00;3,00;3,00;4,00;0,00;7,00;8,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2022-04-10;39,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;5,00;5,00;11,00;5,00;3,00;0,00;0,00;5,00;0,00;0,00;5,13;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-17;36,00;4,00;5,00;5,00;6,00;4,00;0,00;4,00;0,00;5,00;14,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;4,11;3,09;0,00;4,00;3,00;0,00;0,00;0,00;3,00;0,00
2022-04-24;33,00;5,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,22;0,00;0,00;4,00;0,00;0,00;5,00;0,00
2022-05-01;39,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;6,00;4,00
2022-05-08;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;5,00;0,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-05-15;21,00;9,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;3,00;5,00;6,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;5,25;0,00;4,00;0,00;6,00;6,00;0,00;3,00
2022-05-22;55,00;0,00;0,00;0,00;6,00;0,00;0,00;6,00;3,00;0,00;0,00;6,00;14,00;0,00;0,00;0,00;0,00;0,00;5,09;0,00;4,07;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2022-05-29;35,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;12,00;0,00;4,00;0,00;0,00;3,00;9,00;4,12;0,00;16,47;5,15;0,00;0,00;3,00;0,00;0,00;6,00;0,00
2022-06-05;35,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;6,00;0,00;0,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-06-12;51,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;11,00;6,00;0,00;0,00;3,00;3,00;6,00;4,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-19;48,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;9,00;4,00;3,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,09;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2022-06-26;54,00;4,00;0,00;6,00;13,00;4,00;0,00;0,00;0,00;4,00;5,00;8,00;0,00;5,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-07-03;58,00;0,00;15,00;0,00;4,00;0,00;0,00;5,00;0,00;0,00;15,00;0,00;20,00;0,00;3,00;0,00;0,00;3,05;0,00;3,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00
2022-07-10;62,00;7,00;53,00;0,00;0,00;0,00;0,00;4,00;3,00;0,00;14,00;11,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;10,33;12,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-07-17;57,00;0,00;4,00;0,00;4,00;5,00;0,00;0,00;0,00;9,00;0,00;7,00;9,00;11,00;0,00;0,00;14,00;0,00;7,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-07-24;69,00;0,00;0,00;6,00;9,00;0,00;0,00;4,00;0,00;6,00;16,00;7,00;8,00;7,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-07-31;61,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;11,00;0,00;5,00;0,00;4,00;6,00;0,00;0,00;0,00;4,14;7,00;0,00;0,00;4,00;0,00;0,00;8,00
2022-08-07;64,00;0,00;0,00;5,00;14,00;0,00;5,00;9,00;0,00;0,00;11,00;4,00;14,00;0,00;12,00;0,00;6,00;0,00;0,00;0,00;5,08;11,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-08-14;53,00;0,00;12,00;0,00;6,00;0,00;5,00;3,00;4,00;8,00;0,00;0,00;4,00;0,00;0,00;6,00;0,00;10,19;0,00;0,00;7,13;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-08-21;52,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;3,00;0,00;38,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,10;0,00;0,00;0,00;0,00;0,00;0,00;4,00
2022-08-28;60,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;3,00;24,00;0,00;4,00;0,00;11,00;0,00;5,08;7,12;0,00;4,00;0,00;0,00;0,00;8,00;5,00;4,00
2022-09-04;47,00;0,00;0,00;0,00;0,00;4,00;0,00;6,00;0,00;6,00;7,00;5,00;3,00;0,00;0,00;4,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2022-09-11;56,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;5,00;0,00;9,00;0,00;8,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;8,15;0,00;5,00;5,00;0,00;8,00;7,00;0,00
2022-09-18;46,00;0,00;5,00;8,00;0,00;7,00;0,00;4,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;4,00;0,00;4,09;0,00;5,11;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2022-09-25;53,00;5,00;0,00;0,00;5,00;4,00;0,00;12,00;5,00;0,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;6,12;3,00;12,00;0,00;14,00;0,00;0,00;0,00
2022-10-02;63,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;3,10;0,00;0,00;10,33;0,00;8,00;5,00;0,00;0,00;9,00;0,00
2022-10-09;27,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;7,27;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;6,00
2022-10-16;45,00;0,00;0,00;0,00;5,00;0,00;0,00;8,00;0,00;7,00;7,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-10-23;45,00;10,00;4,00;0,00;0,00;5,00;0,00;4,00;3,00;6,00;0,00;0,00;0,00;8,00;0,00;8,00;6,00;0,00;5,11;4,09;11,25;6,00;0,00;0,00;5,00;0,00;0,00;0,00
2022-10-30;41,00;0,00;0,00;5,00;6,00;6,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00
2022-11-06;32,00;4,00;6,00;4,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;10,00;5,00;0,00;4,13;13,42;6,19;0,00;0,00;0,00;5,00;0,00;4,00;5,00
2022-11-13;34,00;5,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;5,00;6,00;11,00;3,00;0,00;0,00;0,00;7,21;3,09;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2022-11-20;48,00;0,00;6,00;0,00;0,00;5,00;0,00;9,00;4,00;0,00;5,00;3,00;13,00;0,00;6,00;6,00;0,00;0,00;5,11;5,11;9,19;0,00;0,00;3,00;0,00;0,00;8,00;0,00
2022-11-27;27,00;8,00;4,00;4,00;9,00;0,00;0,00;6,00;0,00;0,00;17,00;0,00;3,00;0,00;5,00;6,00;3,00;0,00;0,00;0,00;21,81;7,00;0,00;0,00;9,00;0,00;0,00;4,00
2022-12-04;55,00;9,00;3,00;0,00;0,00;7,00;0,00;21,00;0,00;6,00;5,00;0,00;6,00;0,00;0,00;0,00;7,00;0,00;0,00;3,11;11,42;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-12-11;58,00;0,00;7,00;0,00;7,00;3,00;0,00;15,00;0,00;11,00;7,00;12,00;14,00;3,00;0,00;0,00;8,00;0,00;7,12;9,16;3,05;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2022-12-18;60,00;16,00;0,00;5,00;6,00;0,00;0,00;10,00;0,00;12,00;14,00;0,00;15,00;0,00;0,00;0,00;5,00;0,00;0,00;6,10;9,15;8,00;8,00;0,00;0,00;0,00;0,00;3,00
2022-12-25;100,00;16,00;9,00;13,00;13,00;4,00;0,00;31,00;10,00;19,00;6,00;16,00;16,00;0,00;14,00;0,00;17,00;7,14;0,00;5,10;22,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-01-01;78,00;18,00;6,00;0,00;15,00;5,00;5,00;27,00;0,00;0,00;17,00;17,00;17,00;0,00;16,00;0,00;7,00;0,00;13,34;12,32;29,76;0,00;7,00;6,00;0,00;3,00;11,00;0,00
2023-01-08;57,00;11,00;7,00;5,00;6,00;0,00;0,00;16,00;7,00;11,00;13,00;10,00;17,00;0,00;17,00;0,00;14,00;0,00;13,23;0,00;12,21;0,00;4,00;0,00;8,00;0,00;0,00;5,00
2023-01-15;81,00;6,00;8,00;13,00;6,00;0,00;0,00;18,00;8,00;12,00;22,00;10,00;16,00;0,00;10,00;3,00;0,00;5,13;7,18;6,15;12,30;0,00;0,00;4,00;7,00;0,00;0,00;4,00
2023-01-22;50,00;7,00;3,00;0,00;4,00;0,00;0,00;9,00;0,00;10,00;10,00;17,00;19,00;6,00;16,00;0,00;11,00;0,00;10,20;9,18;18,37;4,00;5,00;0,00;0,00;0,00;0,00;0,00
2023-01-29;87,00;10,00;7,00;8,00;0,00;5,00;0,00;20,00;4,00;25,00;18,00;11,00;30,00;0,00;37,00;0,00;0,00;0,00;38,89;7,16;15,35;0,00;8,00;3,00;0,00;0,00;3,00;0,00
2023-02-05;69,00;4,00;13,00;6,00;11,00;4,00;0,00;13,00;0,00;12,00;11,00;12,00;13,00;0,00;95,00;0,00;4,00;5,15;102,99;4,12;12,36;0,00;0,00;0,00;0,00;0,00;5,00;0,00
2023-02-12;66,00;10,00;0,00;0,00;6,00;7,00;3,00;18,00;5,00;8,00;5,00;18,00;14,00;0,00;70,00;0,00;0,00;0,00;62,95;5,08;12,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-02-19;58,00;0,00;8,00;0,00;3,00;7,00;16,00;13,00;0,00;7,00;11,00;0,00;16,00;0,00;11,00;4,00;17,00;0,00;19,33;14,25;17,30;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-02-26;48,00;0,00;0,00;7,00;0,00;0,00;0,00;9,00;0,00;5,00;5,00;10,00;6,00;0,00;10,00;5,00;0,00;0,00;8,17;10,21;8,17;0,00;6,00;0,00;0,00;0,00;0,00;6,00
2023-03-05;48,00;0,00;8,00;12,00;9,00;4,00;0,00;15,00;0,00;7,00;18,00;14,00;14,00;3,00;4,00;0,00;9,00;5,11;3,06;3,06;6,13;0,00;5,00;3,00;0,00;0,00;0,00;6,00
2023-03-12;44,00;12,00;0,00;0,00;8,00;0,00;0,00;15,00;4,00;3,00;5,00;16,00;10,00;0,00;4,00;4,00;8,00;0,00;6,14;6,14;11,26;5,00;0,00;0,00;0,00;0,00;0,00;9,00
2023-03-19;38,00;6,00;10,00;0,00;0,00;0,00;5,00;12,00;0,00;0,00;10,00;5,00;4,00;0,00;5,00;0,00;0,00;7,19;11,30;3,08;5,14;0,00;3,00;0,00;8,00;0,00;0,00;0,00
2023-03-26;49,00;8,00;0,00;0,00;9,00;0,00;0,00;8,00;0,00;3,00;10,00;16,00;12,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;12,00;0,00;0,00;0,00
2023-04-02;41,00;8,00;13,00;12,00;5,00;0,00;7,00;10,00;0,00;5,00;7,00;5,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;9,23;0,00;0,00;6,00;0,00;0,00;5,00;0,00
2023-04-09;54,00;6,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;21,00;0,00;0,00;4,00;3,00;0,00;7,13;0,00;0,00;5,09;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-16;38,00;0,00;0,00;0,00;4,00;6,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,11;0,00;4,00;0,00;7,00;0,00;0,00;0,00
2023-04-23;54,00;0,00;0,00;7,00;0,00;0,00;5,00;0,00;5,00;4,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00
2023-04-30;43,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;3,00;0,00;0,00;4,10;0,00;0,00;0,00;0,00;0,00;6,00;0,00;4,00;0,00;0,00
2023-05-07;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;4,00;4,00;0,00;0,00;3,12;0,00;0,00;9,36;0,00;5,00;4,00;7,00;0,00;0,00;0,00
2023-05-14;35,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;6,00;0,00;0,00;0,00;6,00;7,21;0,00;0,00;7,21;6,00;3,00;0,00;0,00;0,00;0,00;0,00
2023-05-21;49,00;0,00;0,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;12,00;4,00;5,00;0,00;0,00;0,00;0,00;0,00;3,06;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-05-28;30,00;0,00;4,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00
2023-06-04;33,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;9,00;0,00;0,00;0,00;9,28;0,00;0,00;0,00;0,00;0,00;11,00;0,00
2023-06-11;28,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;8,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
