Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2022-09-18;23,00;14,00;4,00;8,00;7,00;0,00;11,00;3,00;0,00;4,00;0,00;5,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2022-09-25;35,00;7,00;0,00;6,00;0,00;8,00;2,00;3,00;0,00;8,00;0,00;5,00;2,00;0,00;2,00;0,00;4,00;0,00;0,00;4,00;0,00
2022-10-02;39,00;7,18;2,05;5,13;0,00;3,00;6,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;2,00;0,00;6,00;0,00;0,00;0,00
2022-10-09;24,00;3,00;4,00;4,00;7,00;3,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;5,00;0,00;6,00;0,00;0,00
2022-10-16;23,00;8,00;0,00;9,00;0,00;2,00;14,00;6,00;0,00;0,00;0,00;7,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-10-23;21,00;6,00;9,00;5,00;7,00;0,00;4,00;5,00;0,00;7,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00
2022-10-30;19,00;4,00;0,00;6,00;0,00;0,00;3,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-11-06;26,00;4,00;2,00;14,00;0,00;0,00;6,00;7,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-11-13;11,00;4,00;0,00;0,00;9,00;0,00;0,00;5,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00
2022-11-20;12,00;0,00;3,00;0,00;4,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2022-11-27;14,00;0,00;0,00;5,00;3,00;0,00;7,00;2,00;0,00;0,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;3,00
2022-12-04;19,00;13,00;0,00;0,00;0,00;0,00;2,00;7,00;0,00;0,00;0,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00
2022-12-11;18,00;7,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;0,00;0,00
2022-12-18;25,00;7,00;9,00;4,00;0,00;0,00;3,00;5,00;0,00;4,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-12-25;27,00;13,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00;3,00
2023-01-01;29,00;23,00;0,00;2,00;0,00;0,00;5,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00
2023-01-08;17,00;21,00;2,00;5,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;3,00;0,00;0,00;3,00
2023-01-15;13,00;21,00;0,00;3,00;0,00;0,00;7,00;9,00;5,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-01-22;17,00;7,00;0,00;5,00;2,00;3,00;5,00;5,00;2,00;6,00;0,00;0,00;0,00;4,00;5,00;0,00;0,00;0,00;3,00;0,00;2,00
2023-01-29;21,00;6,00;0,00;3,00;2,00;9,00;2,00;0,00;4,00;0,00;0,00;5,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2023-02-05;24,00;2,00;3,00;4,00;6,00;0,00;3,00;3,00;0,00;0,00;0,00;2,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-02-12;33,00;14,00;6,00;6,00;4,00;5,00;5,00;5,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;3,00;4,00;0,00;0,00;0,00
2023-02-19;33,00;13,00;5,00;7,00;2,00;4,00;9,00;0,00;0,00;0,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00
2023-02-26;24,00;7,00;3,00;0,00;7,00;2,00;4,00;5,00;0,00;4,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2023-03-05;29,00;8,00;4,00;0,00;5,00;0,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;2,00;0,00;4,00;0,00
2023-03-12;32,00;8,00;2,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;8,00
2023-03-19;39,00;13,00;2,00;0,00;3,00;3,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;3,00;3,00;0,00;0,00;0,00;2,00
2023-03-26;43,00;12,00;0,00;6,00;9,00;0,00;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-02;58,00;14,00;0,00;8,00;11,00;7,00;16,00;8,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;2,00;3,00;3,00;4,00;0,00;8,00
2023-04-09;67,00;10,00;3,00;0,00;5,00;0,00;10,00;7,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-16;72,00;11,00;7,00;6,00;4,00;8,00;7,00;6,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-04-23;53,00;9,00;6,00;7,00;9,00;3,00;3,00;25,00;0,00;0,00;0,00;3,00;0,00;3,00;4,00;4,00;0,00;6,00;0,00;0,00;5,00
2023-04-30;44,00;14,00;6,00;8,00;6,00;4,00;5,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;4,00;0,00;6,00;0,00;0,00;4,00;4,00
2023-05-07;41,00;4,00;5,00;4,00;13,00;0,00;12,00;5,00;6,00;2,00;0,00;11,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2023-05-14;43,00;13,00;0,00;8,00;16,00;12,00;11,00;8,00;3,00;0,00;0,00;5,00;0,00;4,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00
2023-05-21;48,00;12,00;0,00;6,00;8,00;2,00;5,00;6,00;0,00;7,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-05-28;40,00;17,00;7,00;6,00;8,00;2,00;11,00;10,00;4,00;0,00;0,00;8,00;3,00;3,00;0,00;0,00;3,00;2,00;3,00;7,00;0,00
2023-06-04;37,00;8,00;4,00;11,00;4,00;8,00;3,00;7,00;0,00;0,00;0,00;8,00;0,00;5,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2023-06-11;52,00;14,00;0,00;8,00;9,00;7,00;10,00;6,00;0,00;6,00;0,00;13,00;11,00;3,00;3,00;0,00;0,00;0,00;13,00;15,00;0,00
