Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2022-09-25;0,00;0,00;53,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00
2022-10-02;0,00;0,00;30,00;0,00;0,00;21,00;0,00;0,00;0,00;17,00;51,00;34,00;0,00;0,00;15,00;15,00;26,00;31,00;0,00;40,00;0,00
2022-10-09;0,00;0,00;63,00;15,00;54,00;0,00;0,00;0,00;0,00;15,00;41,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;0,00
2022-10-16;0,00;24,00;14,00;23,00;12,00;0,00;0,00;0,00;0,00;16,00;41,00;21,00;0,00;0,00;0,00;14,00;0,00;38,00;0,00;24,00;0,00
2022-10-23;36,00;0,00;0,00;0,00;0,00;17,00;26,00;0,00;0,00;19,80;39,60;18,00;0,00;19,06;16,94;0,00;0,00;0,00;22,00;20,00;0,00
2022-10-30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-11-06;0,00;0,00;19,00;0,00;0,00;26,00;0,00;0,00;0,00;0,00;32,00;13,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-11-13;0,00;0,00;34,00;18,00;13,00;0,00;0,00;51,00;12,00;0,00;30,00;15,00;27,00;0,00;0,00;13,00;0,00;0,00;0,00;16,00;0,00
2022-11-20;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;0,00;12,00;15,00;0,00;0,00;23,00;18,00;0,00;0,00;0,00
2022-11-27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;33,00;18,00;0,00;0,00;31,00;0,00;0,00;16,00;22,00;0,00;0,00
2022-12-04;0,00;0,00;0,00;12,00;20,00;27,00;0,00;0,00;0,00;0,00;21,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;86,00;0,00
2022-12-11;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-12-18;0,00;0,00;0,00;17,00;0,00;24,00;0,00;0,00;0,00;9,00;16,00;0,00;0,00;17,00;16,00;0,00;0,00;32,00;0,00;0,00;0,00
2022-12-25;0,00;28,00;0,00;16,00;0,00;15,00;0,00;31,00;0,00;0,00;22,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;0,00;0,00
2023-01-01;18,00;33,60;19,20;0,00;0,00;31,00;16,00;0,00;0,00;0,00;63,00;39,60;0,00;45,53;0,00;25,41;0,00;26,00;0,00;0,00;0,00
2023-01-08;0,00;0,00;15,00;0,00;0,00;39,00;26,00;0,00;0,00;7,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00
2023-01-15;0,00;0,00;0,00;0,00;0,00;22,00;0,00;18,00;0,00;0,00;10,00;28,00;7,00;21,00;0,00;56,00;0,00;72,00;49,00;0,00;0,00
2023-01-22;0,00;19,00;0,00;0,00;0,00;45,00;0,00;0,00;25,00;0,00;27,00;23,00;0,00;0,00;0,00;35,00;0,00;0,00;15,00;0,00;0,00
2023-01-29;13,00;14,18;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;31,57;18,57;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;14,00
2023-02-05;39,00;20,72;0,00;0,00;0,00;0,00;0,00;15,00;0,00;17,73;63,82;28,36;0,00;0,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00
2023-02-12;0,00;37,00;0,00;0,00;0,00;33,00;0,00;0,00;28,00;0,00;30,00;19,00;18,00;0,00;20,00;23,00;0,00;34,00;16,00;0,00;0,00
2023-02-19;0,00;0,00;14,00;0,00;0,00;28,00;0,00;0,00;19,00;0,00;27,00;32,00;0,00;0,00;0,00;65,00;0,00;13,00;0,00;0,00;0,00
2023-02-26;18,00;0,00;19,20;0,00;0,00;15,00;0,00;0,00;0,00;0,00;77,40;59,40;14,40;12,71;18,00;22,24;0,00;0,00;24,00;0,00;0,00
2023-03-05;0,00;21,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;9,00;21,00;21,00;0,00;47,00;0,00;49,00;0,00;0,00;0,00;0,00;14,00
2023-03-12;15,00;46,25;35,00;0,00;18,75;41,00;17,00;0,00;0,00;0,00;45,00;37,50;22,50;0,00;13,93;21,43;0,00;0,00;0,00;28,00;30,00
2023-03-19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;12,00;13,00;17,00;0,00;44,00;0,00;0,00;0,00;0,00;0,00
2023-03-26;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;13,00;18,00;18,00;0,00;0,00;0,00;0,00
2023-04-02;0,00;18,00;14,00;19,00;0,00;21,00;0,00;35,00;0,00;0,00;64,00;45,00;0,00;0,00;48,00;28,00;0,00;20,00;52,00;39,00;0,00
2023-04-09;0,00;0,00;19,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;39,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2023-04-16;15,00;0,00;0,00;26,54;40,38;16,00;57,00;0,00;17,00;0,00;18,33;15,00;0,00;0,00;0,00;25,00;0,00;18,00;0,00;0,00;18,00
2023-04-23;23,00;28,11;0,00;0,00;20,44;0,00;30,00;0,00;40,00;0,00;58,38;61,92;0,00;0,00;0,00;24,05;0,00;56,00;0,00;20,00;0,00
2023-04-30;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35,00;30,00;10,00;0,00;0,00;21,00;0,00;36,00;23,00;34,00;36,00
2023-05-07;15,00;17,50;26,25;0,00;13,75;22,00;15,00;0,00;0,00;0,00;43,13;61,88;0,00;0,00;0,00;22,50;0,00;0,00;17,00;0,00;0,00
2023-05-14;0,00;43,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;15,00;61,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;0,00;22,00
2023-05-21;15,00;43,75;27,50;0,00;52,50;43,00;0,00;15,00;0,00;0,00;52,50;30,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00
2023-05-28;0,00;34,00;0,00;0,00;0,00;14,00;45,00;0,00;0,00;23,00;32,00;34,00;0,00;0,00;16,00;18,00;0,00;0,00;48,00;0,00;0,00
2023-06-04;0,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;8,00;28,00;32,00;0,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2023-06-11;0,00;0,00;0,00;42,00;0,00;31,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;35,00;0,00;0,00;34,00;0,00;0,00
